client_id,amount,transaction_type,country,latitude,longitude,timestamp
C00078,3552.79,achat,FR,-67.733822,174.633958,2025-05-27 20:40:04
C00133,335.38,virement,FR,-19.490887,-14.906072,2025-05-29 09:22:04
C00147,1355.81,versement,DE,64.262662,164.419289,2025-05-26 18:31:04
C00076,2581.41,virement,ES,54.994503,155.140252,2025-06-12 02:50:04
C00166,1167.25,retrait,ES,-86.345385,-50.901725,2025-06-05 11:59:04
C00142,145.09,versement,ES,-28.175808,-99.013393,2025-06-01 13:59:04
C00067,4141.59,versement,FR,37.355252,-55.618466,2025-06-14 13:23:04
C00199,1145.95,paiement,FR,36.197001,-106.314493,2025-05-30 07:19:04
C00003,3655.13,virement,US,-10.569881,176.452561,2025-06-05 00:47:04
C00113,1112.32,achat,IT,71.419483,-139.865168,2025-06-02 12:47:04
C00090,775.42,versement,ES,-14.385442,-155.658523,2025-06-14 09:47:04
C00121,896.96,paiement,ES,6.444871,-44.219683,2025-05-31 11:12:04
C00116,4071.66,virement,UK,52.907657,-40.043246,2025-05-29 03:49:04
C00098,3260.94,paiement,JP,-2.78269,1.393242,2025-06-16 06:59:04
C00003,2420.47,retrait,UK,26.771533,-26.122459,2025-05-29 19:33:04
C00020,1395.51,virement,ES,52.334284,-114.879494,2025-06-06 03:36:04
C00137,3237.74,versement,CN,37.261557,111.995157,2025-05-27 06:54:04
C00012,2802.74,achat,UK,-46.36254,175.180392,2025-06-03 18:13:04
C00197,4152.35,virement,JP,-24.917385,61.68066,2025-05-31 11:33:04
C00036,2643.76,retrait,FR,-29.341069,-3.548912,2025-06-16 22:18:04
C00156,2017.52,achat,IT,-40.536161,65.263579,2025-05-23 13:09:04
C00071,3356.98,retrait,ES,55.011366,59.166505,2025-06-08 09:31:04
C00058,4439.54,virement,IT,59.264018,179.375066,2025-05-21 19:27:04
C00061,3889.91,retrait,US,-85.289005,44.238689,2025-06-09 13:20:04
C00143,4426.37,achat,FR,-87.637856,-105.117271,2025-06-15 05:10:04
C00080,974.18,paiement,DE,53.494855,127.34666,2025-06-11 03:27:04
C00143,1927.32,retrait,FR,-68.179211,-86.958603,2025-05-27 19:08:04
C00164,4847.76,achat,IT,50.244654,-178.275815,2025-05-19 16:08:04
C00165,2148.01,versement,DE,-25.58898,101.858743,2025-05-27 21:26:04
C00184,2259.68,versement,IT,75.204344,-107.589972,2025-06-14 20:11:04
C00103,3975.16,versement,UK,-16.165175,93.131848,2025-05-21 17:03:04
C00098,248.23,versement,JP,67.927643,-167.981996,2025-06-09 15:20:04
C00040,3917.52,virement,UK,88.799426,-130.526745,2025-06-10 15:42:04
C00086,201.3,achat,UK,-2.616898,175.058831,2025-05-29 12:22:04
C00086,3062.73,achat,CN,35.740872,89.766171,2025-05-22 20:34:04
C00042,1806.43,virement,DE,-42.12045,11.829742,2025-06-01 09:22:04
C00152,3376.75,virement,FR,-61.764847,-53.747495,2025-06-10 15:42:04
C00198,3334.22,paiement,UK,-25.585739,-94.410845,2025-05-24 22:24:04
C00160,1695.48,retrait,CN,-3.05284,-136.153059,2025-05-25 05:19:04
C00158,3207.62,retrait,JP,71.930874,-6.095817,2025-05-27 20:05:04
C00115,4822.45,paiement,DE,-48.732267,-164.840751,2025-05-25 22:37:04
C00073,4682.38,versement,IT,6.964431,-149.970171,2025-06-09 23:20:04
C00102,4217.4,achat,JP,-28.679359,153.807779,2025-05-30 05:53:04
C00115,2631.3,virement,CN,30.116626,-35.25829,2025-05-18 11:14:04
C00075,2790.57,paiement,IT,-57.121921,157.550874,2025-06-15 10:11:04
C00134,302.45,versement,CN,87.302003,-63.26096,2025-05-19 23:18:04
C00023,571.69,achat,UK,60.31276,54.94676,2025-05-29 07:07:04
C00083,4766.86,paiement,DE,-20.784933,-143.025393,2025-05-23 10:43:04
C00056,2582.07,versement,JP,-0.115053,-174.605828,2025-06-03 12:45:04
C00044,4349.15,versement,FR,-30.739575,67.733035,2025-06-13 13:26:04
C00059,1464.6,paiement,ES,6.235039,122.700347,2025-06-01 12:29:04
C00171,132.7,retrait,FR,-13.154057,60.805104,2025-05-24 22:14:04
C00130,1036.01,versement,FR,25.090212,-159.264589,2025-06-03 16:34:04
C00038,1023.44,paiement,CN,3.229214,-48.771833,2025-05-28 02:59:04
C00148,2120.03,paiement,IT,87.403587,-120.550081,2025-06-09 01:25:04
C00052,4253.12,achat,ES,77.345714,-43.788044,2025-06-05 23:39:04
C00039,4831.06,paiement,CN,82.484728,34.298681,2025-05-18 11:36:04
C00041,131.3,virement,FR,5.737727,-44.738378,2025-05-25 02:37:04
C00067,397.16,versement,US,72.347242,-76.03353,2025-05-28 04:31:04
C00154,2382.81,virement,IT,48.392465,32.418415,2025-06-09 23:29:04
C00146,3429.83,retrait,ES,-7.959125,-170.225367,2025-06-07 07:41:04
C00111,614.11,versement,IT,-40.19294,-144.006345,2025-06-01 08:33:04
C00156,3171.33,achat,DE,-6.924987,124.564201,2025-05-20 01:44:04
C00168,1595.49,retrait,DE,-53.884924,4.779089,2025-06-11 04:19:04
C00147,1195.81,achat,ES,-18.53051,-79.827084,2025-06-09 06:51:04
C00139,4226.86,virement,UK,34.445964,-172.973427,2025-05-30 20:18:04
C00117,390.48,achat,IT,79.109903,-102.816863,2025-06-11 20:34:04
C00022,2399.92,virement,US,-27.874362,16.734417,2025-05-29 13:26:04
C00161,840.97,retrait,US,44.99586,-139.711036,2025-06-14 23:47:04
C00006,4603.0,versement,DE,1.023059,112.11928,2025-05-23 18:10:04
C00014,652.57,retrait,FR,-64.043078,105.037748,2025-05-26 13:56:04
C00186,3620.43,virement,IT,-37.089871,6.006114,2025-05-28 15:20:04
C00029,2141.18,retrait,US,37.669961,111.788297,2025-05-21 08:17:04
C00010,1678.35,paiement,ES,-25.866654,150.41594,2025-06-14 01:06:04
C00151,3219.61,retrait,US,-40.676258,-30.527581,2025-05-27 04:34:04
C00200,4098.84,retrait,IT,-38.804486,27.213886,2025-06-12 12:50:04
C00092,2195.28,virement,FR,-48.390505,31.967888,2025-05-25 19:06:04
C00113,2166.89,versement,IT,-62.647838,-20.651593,2025-05-21 03:31:04
C00155,3178.59,achat,CN,-23.221462,-83.686985,2025-06-04 11:12:04
C00003,3558.62,achat,IT,0.356691,-150.504563,2025-05-29 22:44:04
C00184,1082.83,versement,FR,-5.490814,-72.900687,2025-06-05 18:59:04
C00145,4321.69,achat,ES,-35.915591,-99.904301,2025-05-30 20:58:04
C00164,4859.12,virement,JP,28.615288,33.107901,2025-06-11 02:45:04
C00022,4278.03,achat,IT,44.184312,-137.637036,2025-06-08 06:25:04
C00072,2239.86,achat,DE,-20.35482,53.643778,2025-05-20 11:39:04
C00132,2731.82,achat,UK,84.374765,-119.936054,2025-06-14 16:36:04
C00027,1976.47,virement,ES,53.440882,-62.586489,2025-05-23 06:43:04
C00175,4940.68,paiement,ES,-3.446017,-18.13971,2025-06-04 01:17:04
C00026,2279.35,paiement,ES,-28.654659,9.33246,2025-05-30 06:39:04
C00189,4234.03,retrait,DE,-64.189892,156.096365,2025-05-23 12:41:04
C00082,4357.41,achat,UK,87.102183,-33.356547,2025-06-05 11:20:04
C00024,2431.73,versement,JP,-18.723714,131.241192,2025-06-05 12:57:04
C00062,2388.75,achat,FR,46.157724,-10.15003,2025-06-08 18:09:04
C00099,958.81,virement,CN,-68.683416,-91.168511,2025-06-12 03:10:04
C00114,1715.79,achat,ES,-63.421208,-62.650585,2025-06-16 15:14:04
C00059,4302.55,retrait,US,-34.863798,57.79356,2025-05-20 10:21:04
C00108,529.24,retrait,IT,-83.026863,-65.024672,2025-05-19 21:49:04
C00096,613.43,versement,FR,61.908928,-123.146134,2025-06-07 21:51:04
C00133,56.83,achat,JP,89.80513,-14.391268,2025-06-07 23:01:04
C00093,1718.3,achat,DE,-74.539162,-77.738633,2025-06-15 21:56:04
C00010,2884.77,virement,UK,64.064524,151.653354,2025-06-04 16:23:04
C00174,1336.47,retrait,FR,42.39768,-129.740194,2025-06-15 14:29:04
C00077,2261.71,achat,DE,-15.103609,-50.34801,2025-05-29 01:42:04
C00194,887.62,achat,IT,-35.339019,20.877555,2025-05-19 09:33:04
C00061,1723.04,versement,DE,67.313709,161.363881,2025-05-29 09:21:04
C00072,3750.74,virement,US,26.753373,-13.240285,2025-06-11 01:19:04
C00087,3247.16,paiement,UK,55.575338,43.654208,2025-05-25 19:02:04
C00191,3578.09,achat,DE,75.186237,-32.014658,2025-05-23 14:44:04
C00182,1235.92,achat,ES,9.010728,9.446432,2025-05-22 09:12:04
C00165,4857.42,achat,JP,-43.401514,-130.472967,2025-06-14 22:03:04
C00050,377.85,versement,FR,39.650733,-116.876814,2025-05-21 07:03:04
C00173,3152.39,retrait,DE,41.242869,63.877105,2025-06-08 07:15:04
C00084,4521.1,virement,UK,-50.569554,8.564302,2025-05-22 05:43:04
C00070,1080.51,achat,FR,80.783081,-57.396054,2025-05-21 05:14:04
C00156,1871.47,virement,JP,-83.755681,-21.872732,2025-06-10 11:38:04
C00005,2646.63,virement,FR,-5.278824,-135.414909,2025-06-02 07:07:04
C00059,4276.09,retrait,UK,-45.130186,106.042176,2025-05-22 11:22:04
C00185,3990.95,retrait,UK,-77.480348,41.054177,2025-06-09 08:23:04
C00066,1359.15,retrait,FR,68.637414,-66.350621,2025-06-05 13:57:04
C00106,4400.27,retrait,DE,-44.809998,-0.246063,2025-05-18 00:21:04
C00133,2881.08,versement,CN,-11.184248,3.85717,2025-06-16 23:43:04
C00091,1254.2,paiement,ES,50.751881,-106.920437,2025-06-07 07:36:04
C00036,1756.46,achat,IT,-1.516037,-47.162091,2025-05-25 13:50:04
C00121,1536.29,paiement,JP,84.798552,25.393482,2025-06-14 20:00:04
C00186,4572.34,versement,US,43.529576,-67.165587,2025-05-28 03:00:04
C00109,3242.96,achat,CN,72.857657,-62.889104,2025-05-28 21:01:04
C00074,2716.22,virement,UK,42.004632,-21.432656,2025-06-10 11:57:04
C00029,2371.15,achat,CN,37.929858,43.433968,2025-05-25 17:01:04
C00057,3116.47,retrait,ES,-86.621899,25.853657,2025-05-31 08:05:04
C00038,2196.66,retrait,US,-89.250472,121.511091,2025-06-12 14:12:04
C00043,4469.21,versement,DE,-49.552728,144.181906,2025-05-19 11:06:04
C00060,3943.19,paiement,CN,44.057444,11.515662,2025-05-30 11:33:04
C00198,4194.99,retrait,DE,-55.487035,-100.581428,2025-05-20 15:53:04
C00195,4142.62,virement,DE,-48.11664,119.942172,2025-06-01 06:02:04
C00084,909.34,retrait,ES,-63.446405,-49.24596,2025-05-24 00:16:04
C00110,3507.21,virement,JP,-69.742079,-168.306946,2025-05-28 22:09:04
C00081,2481.89,paiement,IT,-86.864482,-108.020092,2025-05-21 15:32:04
C00037,337.13,versement,DE,68.562634,-1.386912,2025-05-24 06:15:04
C00189,4329.65,retrait,ES,-58.933532,-153.178441,2025-06-15 03:02:04
C00112,3784.56,achat,IT,33.380655,-51.392483,2025-05-24 20:31:04
C00191,1970.92,paiement,UK,12.101392,45.696842,2025-05-31 09:08:04
C00106,2349.39,achat,UK,63.459214,90.145093,2025-05-25 18:09:04
C00184,2712.65,versement,ES,56.025623,46.820475,2025-05-19 10:50:04
C00178,1139.55,virement,JP,-20.014645,-137.085626,2025-06-01 13:57:04
C00071,3002.85,achat,CN,12.039438,-161.204194,2025-05-31 09:03:04
C00125,3215.89,virement,JP,-24.879042,-27.909399,2025-06-10 05:01:04
C00041,2355.04,virement,CN,-59.36594,100.65953,2025-05-19 02:21:04
C00017,4355.96,retrait,IT,84.789532,-134.176588,2025-06-01 23:40:04
C00006,2333.5,achat,DE,-48.978952,-123.753074,2025-06-12 11:10:04
C00083,384.21,versement,US,49.847745,96.88975,2025-06-11 13:12:04
C00180,355.98,retrait,DE,38.596615,-18.795261,2025-06-07 10:40:04
C00175,1194.35,retrait,CN,71.353209,85.117719,2025-06-07 14:39:04
C00023,1196.38,achat,UK,-21.603509,-163.63596,2025-06-13 07:07:04
C00019,88.2,versement,FR,43.797288,52.294506,2025-05-20 07:18:04
C00029,841.42,versement,JP,-2.451237,130.876604,2025-05-28 17:52:04
C00081,1589.3,virement,CN,39.663859,-39.673721,2025-06-02 07:03:04
C00022,3991.95,achat,US,60.49677,-104.95002,2025-06-04 02:08:04
C00023,3970.17,achat,IT,-87.017557,-139.318287,2025-05-19 18:52:04
C00163,565.29,achat,CN,71.924852,78.016481,2025-05-31 16:09:04
C00073,1530.82,achat,IT,-7.090369,-177.642752,2025-05-26 13:06:04
C00039,4325.63,retrait,UK,33.104183,98.277031,2025-06-09 13:59:04
C00054,1626.46,retrait,CN,78.158127,27.172246,2025-05-30 10:36:04
C00044,2324.55,versement,FR,18.349036,66.676899,2025-06-01 18:14:04
C00136,3684.47,virement,US,-20.871489,142.634488,2025-05-18 22:25:04
C00182,3408.21,virement,CN,-35.836615,62.605019,2025-05-24 01:17:04
C00053,3284.87,paiement,DE,67.393416,69.716532,2025-05-20 09:00:04
C00088,594.87,paiement,IT,-80.328525,42.749495,2025-06-01 19:04:04
C00146,1592.48,achat,UK,-68.643158,-171.4802,2025-06-01 10:55:04
C00008,3867.36,retrait,US,50.269686,-16.962968,2025-06-04 03:20:04
C00043,2164.64,virement,ES,-70.485759,72.247515,2025-06-04 13:41:04
C00009,4974.55,achat,DE,-68.845837,-128.003252,2025-06-03 00:52:04
C00040,2839.0,paiement,CN,88.620792,54.140485,2025-06-14 12:25:04
C00097,1004.75,versement,CN,-66.253636,52.946719,2025-05-31 05:51:04
C00019,770.7,paiement,JP,40.933366,5.647311,2025-06-02 02:21:04
C00199,3190.04,achat,UK,77.43918,-88.575323,2025-05-23 06:55:04
C00078,1158.12,virement,JP,15.317413,48.016077,2025-05-24 01:51:04
C00074,795.96,versement,US,-43.648238,-85.757089,2025-06-11 14:40:04
C00041,174.99,virement,JP,43.948654,-114.347782,2025-06-12 15:07:04
C00122,4728.04,retrait,DE,11.016037,9.321386,2025-06-14 05:50:04
C00096,708.46,virement,JP,47.086999,-50.1393,2025-06-07 08:44:04
C00092,4764.98,retrait,DE,-33.362478,-81.442665,2025-05-18 07:43:04
C00112,2124.01,versement,DE,85.975128,-137.24891,2025-05-26 13:20:04
C00078,1778.24,retrait,UK,-15.865209,57.324943,2025-06-01 11:26:04
C00027,2245.27,retrait,UK,56.365552,-13.607378,2025-05-18 02:09:04
C00148,2312.17,versement,DE,43.618296,167.363013,2025-06-14 03:32:04
C00099,4428.76,paiement,US,13.766591,-57.991397,2025-06-16 22:28:04
C00173,630.99,virement,IT,-16.516917,11.796345,2025-06-01 10:35:04
C00078,3477.78,achat,JP,-78.671427,-43.743666,2025-06-13 04:31:04
C00110,4132.08,retrait,FR,30.732249,65.688593,2025-05-23 06:01:04
C00042,3966.45,virement,CN,51.6756,132.163414,2025-05-29 04:54:04
C00091,1334.53,retrait,FR,-85.527545,-142.072726,2025-06-08 21:56:04
C00050,4956.25,achat,JP,37.728318,146.651871,2025-05-18 07:15:04
C00081,1039.53,paiement,FR,53.250784,164.929143,2025-06-12 21:54:04
C00025,2752.28,paiement,DE,-75.49112,-33.62662,2025-06-08 17:14:04
C00141,3346.01,achat,FR,20.832536,144.811887,2025-06-03 20:01:04
C00094,2677.63,versement,IT,-16.750385,50.613065,2025-05-30 12:35:04
C00107,159.01,retrait,UK,57.303727,48.072228,2025-06-04 01:16:04
C00006,4357.36,achat,CN,64.347408,-48.281723,2025-05-20 23:18:04
C00036,1514.62,virement,US,-30.021933,-134.102447,2025-05-31 22:34:04
C00131,105.29,virement,JP,9.446327,-149.436099,2025-05-29 08:21:04
C00044,2860.19,virement,JP,-55.940027,-56.885192,2025-06-15 14:25:04
C00025,931.99,virement,ES,-23.167519,-137.874805,2025-06-01 06:30:04
C00012,3170.54,retrait,US,-21.265118,-131.21489,2025-06-11 05:35:04
C00042,1632.23,paiement,CN,-57.154951,45.925259,2025-05-27 12:23:04
C00178,2463.6,virement,ES,-63.546537,19.808296,2025-05-18 01:04:04
C00070,3547.57,versement,FR,84.16654,85.811683,2025-05-26 10:44:04
C00118,1232.91,virement,DE,-73.628661,99.880161,2025-05-19 14:17:04
C00118,4367.85,achat,JP,-83.986652,-0.781881,2025-05-25 02:40:04
C00097,3950.44,virement,FR,12.64346,-149.847796,2025-06-08 16:29:04
C00192,478.01,versement,IT,35.978676,-5.072456,2025-05-25 03:19:04
C00193,2206.58,achat,FR,86.475888,132.687073,2025-05-28 06:12:04
C00091,4503.09,achat,FR,18.981742,-127.158009,2025-05-26 12:42:04
C00089,1729.55,virement,ES,-68.075779,-115.149116,2025-06-04 16:35:04
C00024,3720.11,achat,UK,-25.312044,158.457845,2025-05-20 22:47:04
C00016,4403.92,versement,UK,66.367942,-136.358687,2025-06-08 20:15:04
C00148,43.63,achat,IT,-84.441327,-26.133009,2025-05-22 06:58:04
C00009,4207.87,achat,CN,-61.417894,-22.15841,2025-06-05 18:50:04
C00179,2500.95,virement,FR,-38.21541,-59.53673,2025-05-29 02:56:04
C00140,422.39,achat,US,-75.904098,66.471481,2025-06-05 07:42:04
C00075,2744.22,versement,UK,-75.354247,89.247918,2025-05-18 08:33:04
C00045,4130.56,paiement,CN,1.395909,87.49386,2025-06-14 01:59:04
C00194,1837.25,versement,UK,-65.618245,179.649625,2025-05-26 00:30:04
C00090,2603.8,virement,ES,-44.631474,-11.568464,2025-06-10 15:02:04
C00071,3360.36,achat,US,-65.571382,-170.826838,2025-06-03 19:48:04
C00061,2934.26,virement,FR,3.552415,-54.07006,2025-05-27 10:49:04
C00171,3250.36,virement,UK,-19.490104,-74.306361,2025-06-07 16:23:04
C00061,4009.03,retrait,DE,5.658179,78.879171,2025-06-16 07:50:04
C00172,1789.72,retrait,IT,55.138463,8.549389,2025-05-22 03:47:04
C00014,457.39,virement,IT,-29.727775,130.646755,2025-06-14 00:08:04
C00004,4867.98,paiement,JP,34.881498,-4.199071,2025-06-12 21:38:04
C00120,869.53,paiement,ES,42.682651,-25.320528,2025-06-12 16:22:04
C00009,1372.85,paiement,DE,-58.79265,-105.150682,2025-06-05 21:24:04
C00189,817.95,paiement,IT,69.675351,165.270013,2025-05-28 17:40:04
C00180,4265.47,retrait,UK,-32.062908,-68.35511,2025-05-19 10:46:04
C00184,2086.31,versement,CN,71.790857,-127.489161,2025-06-09 01:06:04
C00076,2223.6,versement,ES,6.830551,-145.564532,2025-05-23 00:25:04
C00172,3871.38,versement,US,-87.751822,-58.559996,2025-06-13 13:31:04
C00142,4919.71,virement,JP,-47.621735,-2.682351,2025-06-02 22:38:04
C00022,1818.66,achat,IT,-85.312603,-18.841976,2025-06-06 02:51:04
C00148,3096.12,achat,US,83.316979,127.868663,2025-06-01 03:06:04
C00063,2064.86,virement,CN,7.078789,-72.945629,2025-06-03 23:41:04
C00195,4702.18,versement,ES,34.066791,160.481456,2025-05-23 17:13:04
C00165,3457.78,versement,FR,-41.736313,64.486267,2025-05-20 22:03:04
C00106,3547.04,achat,FR,5.881095,-8.911779,2025-06-04 10:09:04
C00175,1524.66,paiement,IT,-52.453324,104.743538,2025-06-16 23:48:04
C00094,53.07,paiement,UK,39.799845,-111.191863,2025-06-06 20:59:04
C00098,2171.14,paiement,CN,67.963362,149.615156,2025-06-03 20:22:04
C00024,1671.95,achat,UK,-70.98739,-59.013976,2025-05-31 12:51:04
C00058,3056.27,versement,US,-33.075713,-73.057812,2025-05-23 04:33:04
C00092,885.57,achat,ES,75.284417,124.343393,2025-05-23 23:09:04
C00009,4478.54,versement,CN,-89.610368,-157.023457,2025-05-19 06:01:04
C00083,1230.14,versement,CN,45.083038,-23.214373,2025-06-06 15:44:04
C00056,3863.36,achat,ES,-23.50659,68.041212,2025-06-13 04:07:04
C00047,1979.34,virement,UK,-20.968096,-10.79865,2025-05-19 22:55:04
C00112,3446.89,virement,ES,-21.336919,124.896269,2025-05-29 07:38:04
C00115,3730.22,paiement,UK,-6.036188,51.422922,2025-06-01 06:47:04
C00133,1963.93,retrait,FR,-35.937591,70.248203,2025-06-16 18:47:04
C00071,1039.51,virement,FR,54.425391,-154.345262,2025-05-25 02:33:04
C00122,2266.41,paiement,DE,-69.926984,126.6561,2025-05-31 13:50:04
C00153,2783.67,versement,DE,-74.568047,-25.589571,2025-06-15 01:57:04
C00056,4069.72,virement,FR,83.647112,-111.830603,2025-06-08 16:59:04
C00106,3077.61,achat,ES,60.491695,-0.315085,2025-06-01 01:35:04
C00045,552.23,achat,FR,-83.334918,131.985196,2025-06-02 02:48:04
C00082,1457.11,paiement,DE,68.595296,-83.045803,2025-06-01 06:19:04
C00068,4834.4,achat,UK,-20.283259,158.029365,2025-05-31 18:17:04
C00025,1548.59,retrait,FR,42.765639,-167.662238,2025-05-22 22:38:04
C00169,161.29,versement,CN,-85.144457,-151.549355,2025-05-29 07:22:04
C00059,3111.4,virement,DE,65.719376,178.178502,2025-05-31 00:23:04
C00134,2588.33,versement,US,-51.222205,-106.775169,2025-06-08 01:39:04
C00145,2570.79,virement,IT,-13.488397,70.249743,2025-06-08 00:13:04
C00137,2065.07,virement,DE,70.908789,4.573328,2025-06-08 12:18:04
C00009,3319.61,virement,IT,-14.621988,-91.876587,2025-05-25 21:44:04
C00106,1707.05,virement,JP,-87.555467,51.237272,2025-06-02 22:44:04
C00138,3471.89,versement,ES,-24.345796,73.592576,2025-06-13 21:54:04
C00137,2876.62,paiement,CN,9.946247,80.871185,2025-06-07 11:21:04
C00153,1315.39,retrait,JP,58.186767,33.054095,2025-06-04 08:20:04
C00095,2905.38,retrait,IT,17.455907,119.879934,2025-05-23 18:26:04
C00056,2162.67,virement,ES,45.93102,130.260025,2025-05-18 21:51:04
C00125,4729.26,retrait,US,46.880447,151.788433,2025-05-18 03:48:04
C00007,1156.17,versement,US,-89.816334,-67.910512,2025-05-29 22:29:04
C00010,1273.99,paiement,JP,49.871659,118.947344,2025-06-12 02:16:04
C00057,4506.13,virement,JP,9.681148,29.14929,2025-05-22 07:21:04
C00050,636.79,virement,DE,48.717633,59.800771,2025-06-16 01:27:04
C00061,2244.82,virement,US,-80.376039,40.25316,2025-05-26 10:44:04
C00115,2448.83,virement,CN,-87.494976,84.824543,2025-06-07 11:03:04
C00139,864.78,virement,ES,-22.77377,-54.658193,2025-05-29 09:45:04
C00037,701.57,versement,ES,-1.707386,57.667131,2025-06-15 18:10:04
C00072,3968.68,retrait,DE,77.251665,-59.867429,2025-05-26 14:45:04
C00115,1261.79,achat,FR,48.488866,-22.625166,2025-05-31 14:02:04
C00186,3959.94,achat,CN,-38.755007,170.746916,2025-06-11 23:36:04
C00032,3826.45,retrait,IT,24.905652,1.074478,2025-05-26 06:57:04
C00092,2507.25,retrait,DE,13.499154,0.057838,2025-06-10 21:27:04
C00186,339.27,retrait,UK,64.60612,-138.456274,2025-05-18 10:18:04
C00042,305.74,virement,UK,26.508804,132.913747,2025-06-13 08:01:04
C00184,4930.27,versement,IT,12.059178,143.111299,2025-06-03 15:28:04
C00078,100.62,paiement,DE,-45.752885,83.709982,2025-06-11 03:59:04
C00188,4408.12,virement,CN,-41.740039,59.009977,2025-05-20 05:24:04
C00048,2603.04,virement,UK,-89.617575,36.69933,2025-05-22 09:50:04
C00004,4696.29,virement,CN,-12.102112,-24.482882,2025-05-19 06:47:04
C00007,991.89,paiement,ES,-44.23098,-44.170881,2025-06-04 09:52:04
C00011,4201.0,versement,JP,29.689442,43.182445,2025-06-03 13:24:04
C00078,340.56,virement,DE,-19.032739,-174.191507,2025-05-27 01:53:04
C00160,3247.53,virement,US,46.805295,-135.515984,2025-05-18 06:21:04
C00188,946.68,versement,CN,-58.29619,25.899615,2025-05-19 11:02:04
C00035,3665.95,virement,IT,-35.729232,-35.887367,2025-06-08 03:59:04
C00111,928.8,versement,FR,87.010795,-71.877334,2025-06-11 04:48:04
C00020,1476.55,paiement,UK,11.739213,106.594175,2025-06-11 07:59:04
C00150,4511.56,paiement,FR,-40.840319,46.207851,2025-05-19 15:25:04
C00089,2451.65,versement,DE,19.426337,143.766739,2025-05-30 16:55:04
C00018,3434.46,achat,US,87.394786,60.278188,2025-05-26 14:01:04
C00090,664.86,versement,ES,89.420052,15.494802,2025-06-05 12:19:04
C00104,516.32,versement,CN,-40.556353,-56.295372,2025-06-14 03:37:04
C00095,3334.97,virement,US,-25.940859,132.092592,2025-05-24 20:32:04
C00161,3043.4,paiement,DE,3.68813,155.773046,2025-05-19 10:22:04
C00109,1175.34,achat,JP,88.208284,-48.734502,2025-06-14 10:23:04
C00200,4555.75,virement,UK,-79.473513,-157.600572,2025-06-01 18:14:04
C00028,3632.0,achat,UK,-2.5921,97.599199,2025-06-10 00:49:04
C00015,701.95,paiement,FR,76.841202,57.559862,2025-05-27 03:23:04
C00107,1230.09,virement,DE,16.694444,-106.888598,2025-06-13 16:53:04
C00101,3690.74,retrait,DE,63.808687,-120.339623,2025-06-08 10:18:04
C00023,1025.15,paiement,JP,-16.199072,-153.207631,2025-06-09 10:42:04
C00013,1756.09,achat,ES,23.583227,179.255999,2025-06-02 20:54:04
C00007,1526.27,versement,CN,-61.853898,-47.69596,2025-05-25 08:10:04
C00042,4410.67,retrait,US,-9.368257,-63.194935,2025-06-11 17:37:04
