product_id,date,sales,price,promotion,stock
101,2023-02-21,0,24.76,0,0
101,2023-02-22,0,24.76,0,0
101,2023-02-23,0,22.28,10,0
101,2023-02-24,0,24.76,0,0
101,2023-02-25,0,21.05,15,0
101,2023-02-26,0,23.52,5,0
101,2023-02-27,0,24.76,0,0
101,2023-02-28,0,24.76,0,0
101,2023-03-01,0,24.76,0,0
101,2023-03-02,0,22.28,10,0
101,2023-03-03,0,22.28,10,0
101,2023-03-04,0,24.76,0,0
101,2023-03-05,0,24.76,0,0
101,2023-03-06,0,24.76,0,0
101,2023-03-07,0,24.76,0,0
101,2023-03-08,0,24.76,0,0
101,2023-03-09,0,24.76,0,0
101,2023-03-10,0,24.76,0,0
101,2023-03-11,0,24.76,0,0
101,2023-03-12,0,24.76,0,0
101,2023-03-13,0,23.52,5,0
101,2023-03-14,0,24.76,0,0
101,2023-03-15,0,22.28,10,0
101,2023-03-16,0,24.76,0,0
101,2023-03-17,0,24.76,0,0
101,2023-03-18,0,24.76,0,0
101,2023-03-19,0,24.76,0,0
101,2023-03-20,0,24.76,0,0
101,2023-03-21,0,24.76,0,0
101,2023-03-22,0,24.76,0,0
101,2023-03-23,0,24.76,0,0
101,2023-03-24,0,24.76,0,0
101,2023-03-25,0,23.52,5,0
101,2023-03-26,0,22.28,10,0
101,2023-03-27,0,22.28,10,0
101,2023-03-28,0,22.28,10,0
101,2023-03-29,13,24.76,0,35
101,2023-03-30,31,21.05,15,4
101,2023-03-31,0,22.28,10,0
102,2023-01-01,17,15.43,10,66
102,2023-01-02,23,15.43,10,43
102,2023-01-03,18,17.14,0,25
102,2023-01-04,14,17.14,0,11
102,2023-01-05,0,15.43,10,0
102,2023-01-06,0,15.43,10,0
102,2023-01-07,0,17.14,0,0
102,2023-01-08,0,13.71,20,0
102,2023-01-09,0,17.14,0,0
102,2023-01-10,0,15.43,10,0
102,2023-01-11,0,17.14,0,0
102,2023-01-12,0,17.14,0,0
102,2023-01-13,13,17.14,0,24
102,2023-01-14,18,17.14,0,6
102,2023-01-15,0,17.14,0,0
102,2023-01-16,0,14.57,15,0
102,2023-01-17,0,17.14,0,0
102,2023-01-18,0,17.14,0,0
102,2023-01-19,0,16.28,5,0
102,2023-01-20,20,17.14,0,27
102,2023-01-21,17,17.14,0,10
102,2023-01-22,31,17.14,0,23
102,2023-01-23,18,17.14,0,5
102,2023-01-24,0,15.43,10,0
102,2023-01-25,0,17.14,0,0
102,2023-01-26,0,16.28,5,0
102,2023-01-27,0,17.14,0,0
102,2023-01-28,0,17.14,0,0
102,2023-01-29,0,17.14,0,0
102,2023-01-30,0,17.14,0,0
102,2023-01-31,0,17.14,0,0
102,2023-02-01,0,17.14,0,0
102,2023-02-02,0,17.14,0,0
102,2023-02-03,0,14.57,15,0
102,2023-02-04,0,17.14,0,0
102,2023-02-05,0,16.28,5,0
102,2023-02-06,16,17.14,0,5
102,2023-02-07,0,17.14,0,0
102,2023-02-08,0,17.14,0,0
102,2023-02-09,0,17.14,0,0
102,2023-02-10,15,17.14,0,13
102,2023-02-11,0,13.71,20,0
102,2023-02-12,0,14.57,15,0
102,2023-02-13,0,17.14,0,0
102,2023-02-14,0,15.43,10,0
102,2023-02-15,0,17.14,0,0
102,2023-02-16,0,14.57,15,0
102,2023-02-17,0,17.14,0,0
102,2023-02-18,24,17.14,0,14
102,2023-02-19,18,17.14,0,31
102,2023-02-20,22,15.43,10,9
102,2023-02-21,0,17.14,0,0
102,2023-02-22,0,17.14,0,0
102,2023-02-23,0,17.14,0,0
102,2023-02-24,22,17.14,0,10
102,2023-02-25,0,17.14,0,0
102,2023-02-26,0,16.28,5,0
102,2023-02-27,0,16.28,5,0
102,2023-02-28,0,17.14,0,0
102,2023-03-01,0,17.14,0,0
102,2023-03-02,18,17.14,0,31
102,2023-03-03,18,17.14,0,13
102,2023-03-04,0,17.14,0,0
102,2023-03-05,0,13.71,20,0
102,2023-03-06,0,16.28,5,0
102,2023-03-07,0,17.14,0,0
102,2023-03-08,0,17.14,0,0
102,2023-03-09,0,17.14,0,0
102,2023-03-10,24,15.43,10,12
102,2023-03-11,0,17.14,0,0
102,2023-03-12,0,17.14,0,0
102,2023-03-13,0,15.43,10,0
102,2023-03-14,0,17.14,0,0
102,2023-03-15,0,16.28,5,0
102,2023-03-16,0,17.14,0,0
102,2023-03-17,0,17.14,0,0
102,2023-03-18,0,17.14,0,0
102,2023-03-19,0,17.14,0,0
102,2023-03-20,0,17.14,0,0
102,2023-03-21,0,17.14,0,0
102,2023-03-22,0,15.43,10,0
102,2023-03-23,0,17.14,0,0
102,2023-03-24,0,17.14,0,0
102,2023-03-25,0,14.57,15,0
102,2023-03-26,0,17.14,0,0
102,2023-03-27,0,15.43,10,0
102,2023-03-28,0,17.14,0,0
102,2023-03-29,0,17.14,0,0
102,2023-03-30,0,15.43,10,0
102,2023-03-31,0,17.14,0,0
103,2023-01-01,17,21.95,0,64
103,2023-01-02,18,21.95,0,46
103,2023-01-03,21,20.85,5,25
103,2023-01-04,0,18.66,15,0
103,2023-01-05,0,21.95,0,0
103,2023-01-06,0,21.95,0,0
103,2023-01-07,0,21.95,0,0
103,2023-01-08,0,21.95,0,0
103,2023-01-09,0,21.95,0,0
103,2023-01-10,0,21.95,0,0
103,2023-01-11,0,19.76,10,0
103,2023-01-12,0,20.85,5,0
103,2023-01-13,0,18.66,15,0
103,2023-01-14,24,21.95,0,21
103,2023-01-15,20,20.85,5,1
103,2023-01-16,0,21.95,0,0
103,2023-01-17,0,21.95,0,0
103,2023-01-18,0,21.95,0,0
103,2023-01-19,0,21.95,0,0
103,2023-01-20,20,21.95,0,5
103,2023-01-21,0,19.76,10,0
103,2023-01-22,0,21.95,0,0
103,2023-01-23,0,19.76,10,0
103,2023-01-24,0,21.95,0,0
103,2023-01-25,0,21.95,0,0
103,2023-01-26,15,21.95,0,25
103,2023-01-27,16,21.95,0,9
103,2023-01-28,0,19.76,10,0
103,2023-01-29,0,21.95,0,0
103,2023-01-30,0,21.95,0,0
103,2023-01-31,20,21.95,0,8
103,2023-02-01,21,21.95,0,18
103,2023-02-02,0,21.95,0,0
103,2023-02-03,0,21.95,0,0
103,2023-02-04,0,21.95,0,0
103,2023-02-05,0,21.95,0,0
103,2023-02-06,0,19.76,10,0
103,2023-02-07,0,21.95,0,0
103,2023-02-08,0,21.95,0,0
103,2023-02-09,0,19.76,10,0
103,2023-02-10,0,18.66,15,0
103,2023-02-11,17,21.95,0,15
103,2023-02-12,0,21.95,0,0
103,2023-02-13,0,21.95,0,0
103,2023-02-14,0,19.76,10,0
103,2023-02-15,0,21.95,0,0
103,2023-02-16,20,21.95,0,6
103,2023-02-17,0,21.95,0,0
103,2023-02-18,0,21.95,0,0
103,2023-02-19,0,18.66,15,0
103,2023-02-20,0,21.95,0,0
103,2023-02-21,20,21.95,0,10
103,2023-02-22,0,21.95,0,0
103,2023-02-23,0,21.95,0,0
103,2023-02-24,0,21.95,0,0
103,2023-02-25,0,21.95,0,0
103,2023-02-26,0,21.95,0,0
103,2023-02-27,0,21.95,0,0
103,2023-02-28,0,21.95,0,0
103,2023-03-01,0,21.95,0,0
103,2023-03-02,0,21.95,0,0
103,2023-03-03,0,21.95,0,0
103,2023-03-04,19,21.95,0,29
103,2023-03-05,17,21.95,0,12
103,2023-03-06,0,21.95,0,0
103,2023-03-07,0,21.95,0,0
103,2023-03-08,0,21.95,0,0
103,2023-03-09,0,21.95,0,0
103,2023-03-10,0,19.76,10,0
103,2023-03-11,0,21.95,0,0
103,2023-03-12,20,21.95,0,23
103,2023-03-13,19,21.95,0,4
103,2023-03-14,20,19.76,10,6
103,2023-03-15,0,20.85,5,0
103,2023-03-16,0,19.76,10,0
103,2023-03-17,0,19.76,10,0
103,2023-03-18,0,21.95,0,0
103,2023-03-19,0,21.95,0,0
103,2023-03-20,0,17.56,20,0
103,2023-03-21,0,21.95,0,0
103,2023-03-22,0,21.95,0,0
103,2023-03-23,0,21.95,0,0
103,2023-03-24,0,21.95,0,0
103,2023-03-25,0,21.95,0,0
103,2023-03-26,0,21.95,0,0
103,2023-03-27,21,17.56,20,8
103,2023-03-28,0,21.95,0,0
103,2023-03-29,0,21.95,0,0
103,2023-03-30,0,21.95,0,0
103,2023-03-31,0,21.95,0,0
104,2023-01-01,20,21.7,0,50
104,2023-01-02,16,21.7,0,83
104,2023-01-03,11,21.7,0,72
104,2023-01-04,23,21.7,0,49
104,2023-01-05,18,18.44,15,31
104,2023-01-06,18,21.7,0,13
104,2023-01-07,0,21.7,0,0
104,2023-01-08,0,20.62,5,0
104,2023-01-09,0,21.7,0,0
104,2023-01-10,0,21.7,0,0
104,2023-01-11,0,21.7,0,0
104,2023-01-12,0,17.36,20,0
104,2023-01-13,0,21.7,0,0
104,2023-01-14,0,21.7,0,0
104,2023-01-15,0,21.7,0,0
104,2023-01-16,0,21.7,0,0
104,2023-01-17,0,21.7,0,0
104,2023-01-18,0,20.62,5,0
104,2023-01-19,0,20.62,5,0
104,2023-01-20,21,21.7,0,4
104,2023-01-21,0,21.7,0,0
104,2023-01-22,0,21.7,0,0
104,2023-01-23,0,17.36,20,0
104,2023-01-24,0,21.7,0,0
104,2023-01-25,0,21.7,0,0
104,2023-01-26,24,21.7,0,4
104,2023-01-27,0,21.7,0,0
104,2023-01-28,0,20.62,5,0
104,2023-01-29,0,19.53,10,0
104,2023-01-30,0,21.7,0,0
104,2023-01-31,0,21.7,0,0
104,2023-02-01,0,21.7,0,0
104,2023-02-02,0,18.44,15,0
104,2023-02-03,0,19.53,10,0
104,2023-02-04,0,21.7,0,0
104,2023-02-05,0,21.7,0,0
104,2023-02-06,0,21.7,0,0
104,2023-02-07,0,21.7,0,0
104,2023-02-08,14,20.62,5,15
104,2023-02-09,0,21.7,0,0
104,2023-02-10,0,21.7,0,0
104,2023-02-11,0,21.7,0,0
104,2023-02-12,0,21.7,0,0
104,2023-02-13,0,21.7,0,0
104,2023-02-14,0,21.7,0,0
104,2023-02-15,0,21.7,0,0
104,2023-02-16,0,21.7,0,0
104,2023-02-17,0,21.7,0,0
104,2023-02-18,0,19.53,10,0
104,2023-02-19,0,18.44,15,0
104,2023-02-20,0,18.44,15,0
104,2023-02-21,0,21.7,0,0
104,2023-02-22,0,21.7,0,0
104,2023-02-23,0,21.7,0,0
104,2023-02-24,0,21.7,0,0
104,2023-02-25,0,21.7,0,0
104,2023-02-26,0,19.53,10,0
104,2023-02-27,0,21.7,0,0
104,2023-02-28,0,21.7,0,0
104,2023-03-01,25,21.7,0,9
104,2023-03-02,0,19.53,10,0
104,2023-03-03,17,20.62,5,12
104,2023-03-04,0,20.62,5,0
104,2023-03-05,0,17.36,20,0
104,2023-03-06,18,21.7,0,6
104,2023-03-07,0,17.36,20,0
104,2023-03-08,0,21.7,0,0
104,2023-03-09,0,19.53,10,0
104,2023-03-10,0,21.7,0,0
104,2023-03-11,0,21.7,0,0
104,2023-03-12,0,21.7,0,0
104,2023-03-13,0,21.7,0,0
104,2023-03-14,0,20.62,5,0
104,2023-03-15,25,21.7,0,10
104,2023-03-16,0,21.7,0,0
104,2023-03-17,0,21.7,0,0
104,2023-03-18,0,20.62,5,0
104,2023-03-19,0,21.7,0,0
104,2023-03-20,0,19.53,10,0
104,2023-03-21,0,20.62,5,0
104,2023-03-22,0,21.7,0,0
104,2023-03-23,0,18.44,15,0
104,2023-03-24,0,21.7,0,0
104,2023-03-25,0,21.7,0,0
104,2023-03-26,18,19.53,10,27
104,2023-03-27,23,21.7,0,4
104,2023-03-28,0,21.7,0,0
104,2023-03-29,0,20.62,5,0
104,2023-03-30,0,21.7,0,0
104,2023-03-31,0,21.7,0,0
105,2023-01-01,23,26.39,0,50
105,2023-01-02,23,26.39,0,27
105,2023-01-03,21,23.75,10,6
105,2023-01-04,0,22.43,15,0
105,2023-01-05,14,26.39,0,25
105,2023-01-06,15,25.07,5,40
105,2023-01-07,25,26.39,0,15
105,2023-01-08,12,26.39,0,3
105,2023-01-09,0,26.39,0,0
105,2023-01-10,23,26.39,0,16
105,2023-01-11,0,26.39,0,0
105,2023-01-12,0,26.39,0,0
105,2023-01-13,0,25.07,5,0
105,2023-01-14,0,26.39,0,0
105,2023-01-15,19,23.75,10,14
105,2023-01-16,0,26.39,0,0
105,2023-01-17,0,26.39,0,0
105,2023-01-18,0,26.39,0,0
105,2023-01-19,0,23.75,10,0
105,2023-01-20,0,26.39,0,0
105,2023-01-21,0,26.39,0,0
105,2023-01-22,0,26.39,0,0
105,2023-01-23,0,26.39,0,0
105,2023-01-24,0,26.39,0,0
105,2023-01-25,0,26.39,0,0
105,2023-01-26,19,25.07,5,4
105,2023-01-27,0,25.07,5,0
105,2023-01-28,0,22.43,15,0
105,2023-01-29,0,26.39,0,0
105,2023-01-30,0,23.75,10,0
105,2023-01-31,0,26.39,0,0
105,2023-02-01,0,26.39,0,0
105,2023-02-02,0,23.75,10,0
105,2023-02-03,18,26.39,0,4
105,2023-02-04,0,26.39,0,0
105,2023-02-05,0,26.39,0,0
105,2023-02-06,0,26.39,0,0
105,2023-02-07,0,25.07,5,0
105,2023-02-08,0,26.39,0,0
105,2023-02-09,0,26.39,0,0
105,2023-02-10,0,23.75,10,0
105,2023-02-11,0,26.39,0,0
105,2023-02-12,14,26.39,0,22
105,2023-02-13,21,26.39,0,1
105,2023-02-14,0,26.39,0,0
105,2023-02-15,0,26.39,0,0
105,2023-02-16,0,26.39,0,0
105,2023-02-17,0,26.39,0,0
105,2023-02-18,0,23.75,10,0
105,2023-02-19,0,26.39,0,0
105,2023-02-20,0,26.39,0,0
105,2023-02-21,0,26.39,0,0
105,2023-02-22,0,26.39,0,0
105,2023-02-23,0,25.07,5,0
105,2023-02-24,20,25.07,5,3
105,2023-02-25,0,22.43,15,0
105,2023-02-26,0,26.39,0,0
105,2023-02-27,0,26.39,0,0
105,2023-02-28,0,26.39,0,0
105,2023-03-01,0,25.07,5,0
105,2023-03-02,0,25.07,5,0
105,2023-03-03,0,23.75,10,0
105,2023-03-04,0,23.75,10,0
105,2023-03-05,0,26.39,0,0
105,2023-03-06,0,26.39,0,0
105,2023-03-07,0,23.75,10,0
105,2023-03-08,0,26.39,0,0
105,2023-03-09,0,26.39,0,0
105,2023-03-10,0,26.39,0,0
105,2023-03-11,0,26.39,0,0
105,2023-03-12,0,26.39,0,0
105,2023-03-13,0,26.39,0,0
105,2023-03-14,0,26.39,0,0
105,2023-03-15,0,26.39,0,0
105,2023-03-16,0,26.39,0,0
105,2023-03-17,0,21.11,20,0
105,2023-03-18,0,25.07,5,0
105,2023-03-19,0,26.39,0,0
105,2023-03-20,0,26.39,0,0
105,2023-03-21,0,26.39,0,0
105,2023-03-22,0,23.75,10,0
105,2023-03-23,0,23.75,10,0
105,2023-03-24,0,26.39,0,0
105,2023-03-25,0,26.39,0,0
105,2023-03-26,0,25.07,5,0
105,2023-03-27,0,26.39,0,0
105,2023-03-28,0,26.39,0,0
105,2023-03-29,0,21.11,20,0
105,2023-03-30,0,21.11,20,0
105,2023-03-31,0,26.39,0,0
106,2023-01-01,26,10.92,5,62
106,2023-01-02,13,10.35,10,69
106,2023-01-03,19,11.5,0,50
106,2023-01-04,12,11.5,0,66
106,2023-01-05,20,11.5,0,46
106,2023-01-06,24,11.5,0,22
106,2023-01-07,18,11.5,0,50
106,2023-01-08,22,11.5,0,60
106,2023-01-09,18,11.5,0,42
106,2023-01-10,23,11.5,0,19
106,2023-01-11,0,11.5,0,0
106,2023-01-12,0,11.5,0,0
106,2023-01-13,0,10.92,5,0
106,2023-01-14,0,10.92,5,0
106,2023-01-15,0,11.5,0,0
106,2023-01-16,0,11.5,0,0
106,2023-01-17,22,11.5,0,10
106,2023-01-18,0,11.5,0,0
106,2023-01-19,0,10.35,10,0
106,2023-01-20,0,11.5,0,0
106,2023-01-21,0,10.92,5,0
106,2023-01-22,0,11.5,0,0
106,2023-01-23,23,11.5,0,4
106,2023-01-24,0,11.5,0,0
106,2023-01-25,0,11.5,0,0
106,2023-01-26,0,11.5,0,0
106,2023-01-27,0,10.92,5,0
106,2023-01-28,0,11.5,0,0
106,2023-01-29,0,11.5,0,0
106,2023-01-30,0,11.5,0,0
106,2023-01-31,20,11.5,0,6
106,2023-02-01,0,11.5,0,0
106,2023-02-02,0,11.5,0,0
106,2023-02-03,19,11.5,0,24
106,2023-02-04,15,11.5,0,9
106,2023-02-05,0,10.92,5,0
106,2023-02-06,0,11.5,0,0
106,2023-02-07,0,11.5,0,0
106,2023-02-08,0,11.5,0,0
106,2023-02-09,0,11.5,0,0
106,2023-02-10,0,11.5,0,0
106,2023-02-11,0,11.5,0,0
106,2023-02-12,0,10.92,5,0
106,2023-02-13,0,9.78,15,0
106,2023-02-14,0,11.5,0,0
106,2023-02-15,0,11.5,0,0
106,2023-02-16,19,11.5,0,5
106,2023-02-17,0,11.5,0,0
106,2023-02-18,0,11.5,0,0
106,2023-02-19,0,11.5,0,0
106,2023-02-20,0,11.5,0,0
106,2023-02-21,0,11.5,0,0
106,2023-02-22,0,11.5,0,0
106,2023-02-23,0,11.5,0,0
106,2023-02-24,0,10.35,10,0
106,2023-02-25,0,11.5,0,0
106,2023-02-26,0,11.5,0,0
106,2023-02-27,0,11.5,0,0
106,2023-02-28,0,11.5,0,0
106,2023-03-01,0,9.78,15,0
106,2023-03-02,0,11.5,0,0
106,2023-03-03,24,10.35,10,18
106,2023-03-04,14,11.5,0,4
106,2023-03-05,0,11.5,0,0
106,2023-03-06,0,10.35,10,0
106,2023-03-07,0,11.5,0,0
106,2023-03-08,0,10.35,10,0
106,2023-03-09,0,11.5,0,0
106,2023-03-10,0,10.92,5,0
106,2023-03-11,0,11.5,0,0
106,2023-03-12,0,11.5,0,0
106,2023-03-13,0,11.5,0,0
106,2023-03-14,0,11.5,0,0
106,2023-03-15,0,10.92,5,0
106,2023-03-16,0,10.92,5,0
106,2023-03-17,0,11.5,0,0
106,2023-03-18,0,11.5,0,0
106,2023-03-19,12,11.5,0,33
106,2023-03-20,22,11.5,0,11
106,2023-03-21,0,10.92,5,0
106,2023-03-22,0,11.5,0,0
106,2023-03-23,0,10.35,10,0
106,2023-03-24,0,11.5,0,0
106,2023-03-25,0,11.5,0,0
106,2023-03-26,0,11.5,0,0
106,2023-03-27,0,11.5,0,0
106,2023-03-28,0,10.92,5,0
106,2023-03-29,0,11.5,0,0
106,2023-03-30,0,11.5,0,0
106,2023-03-31,0,11.5,0,0
107,2023-01-01,22,26.73,0,72
107,2023-01-02,22,24.06,10,50
107,2023-01-03,27,26.73,0,23
107,2023-01-04,16,26.73,0,7
107,2023-01-05,0,26.73,0,0
107,2023-01-06,0,26.73,0,0
107,2023-01-07,0,26.73,0,0
107,2023-01-08,0,26.73,0,0
107,2023-01-09,21,21.38,20,22
107,2023-01-10,13,24.06,10,9
107,2023-01-11,0,21.38,20,0
107,2023-01-12,0,26.73,0,0
107,2023-01-13,0,26.73,0,0
107,2023-01-14,0,26.73,0,0
107,2023-01-15,0,26.73,0,0
107,2023-01-16,0,26.73,0,0
107,2023-01-17,0,26.73,0,0
107,2023-01-18,0,26.73,0,0
107,2023-01-19,0,25.39,5,0
107,2023-01-20,17,26.73,0,17
107,2023-01-21,20,24.06,10,27
107,2023-01-22,11,26.73,0,16
107,2023-01-23,0,26.73,0,0
107,2023-01-24,0,26.73,0,0
107,2023-01-25,0,24.06,10,0
107,2023-01-26,0,24.06,10,0
107,2023-01-27,0,24.06,10,0
107,2023-01-28,0,22.72,15,0
107,2023-01-29,0,22.72,15,0
107,2023-01-30,21,26.73,0,10
107,2023-01-31,0,26.73,0,0
107,2023-02-01,0,25.39,5,0
107,2023-02-02,0,26.73,0,0
107,2023-02-03,19,26.73,0,26
107,2023-02-04,22,26.73,0,4
107,2023-02-05,0,24.06,10,0
107,2023-02-06,0,26.73,0,0
107,2023-02-07,0,26.73,0,0
107,2023-02-08,0,26.73,0,0
107,2023-02-09,0,26.73,0,0
107,2023-02-10,0,26.73,0,0
107,2023-02-11,0,25.39,5,0
107,2023-02-12,0,26.73,0,0
107,2023-02-13,0,24.06,10,0
107,2023-02-14,0,26.73,0,0
107,2023-02-15,0,26.73,0,0
107,2023-02-16,0,26.73,0,0
107,2023-02-17,0,26.73,0,0
107,2023-02-18,0,26.73,0,0
107,2023-02-19,19,24.06,10,19
107,2023-02-20,16,26.73,0,3
107,2023-02-21,20,26.73,0,7
107,2023-02-22,0,26.73,0,0
107,2023-02-23,0,26.73,0,0
107,2023-02-24,0,22.72,15,0
107,2023-02-25,0,25.39,5,0
107,2023-02-26,0,24.06,10,0
107,2023-02-27,0,26.73,0,0
107,2023-02-28,0,26.73,0,0
107,2023-03-01,0,26.73,0,0
107,2023-03-02,0,26.73,0,0
107,2023-03-03,0,26.73,0,0
107,2023-03-04,0,26.73,0,0
107,2023-03-05,0,26.73,0,0
107,2023-03-06,0,24.06,10,0
107,2023-03-07,0,26.73,0,0
107,2023-03-08,20,26.73,0,7
107,2023-03-09,23,26.73,0,12
107,2023-03-10,0,26.73,0,0
107,2023-03-11,18,26.73,0,10
107,2023-03-12,19,26.73,0,37
107,2023-03-13,23,25.39,5,48
107,2023-03-14,25,26.73,0,23
107,2023-03-15,0,26.73,0,0
107,2023-03-16,0,26.73,0,0
107,2023-03-17,0,26.73,0,0
107,2023-03-18,0,26.73,0,0
107,2023-03-19,0,26.73,0,0
107,2023-03-20,0,26.73,0,0
107,2023-03-21,0,26.73,0,0
107,2023-03-22,0,26.73,0,0
107,2023-03-23,0,25.39,5,0
107,2023-03-24,18,22.72,15,26
107,2023-03-25,29,26.73,0,27
107,2023-03-26,24,26.73,0,3
107,2023-03-27,21,26.73,0,7
107,2023-03-28,0,22.72,15,0
107,2023-03-29,0,26.73,0,0
107,2023-03-30,0,26.73,0,0
107,2023-03-31,0,26.73,0,0
108,2023-01-01,16,29.51,0,78
108,2023-01-02,16,23.61,20,62
108,2023-01-03,21,23.61,20,41
108,2023-01-04,20,29.51,0,21
108,2023-01-05,18,29.51,0,35
108,2023-01-06,25,29.51,0,10
108,2023-01-07,0,29.51,0,0
108,2023-01-08,0,29.51,0,0
108,2023-01-09,0,29.51,0,0
108,2023-01-10,0,28.03,5,0
108,2023-01-11,0,28.03,5,0
108,2023-01-12,20,29.51,0,29
108,2023-01-13,23,29.51,0,34
108,2023-01-14,20,25.08,15,14
108,2023-01-15,0,29.51,0,0
108,2023-01-16,0,29.51,0,0
108,2023-01-17,0,25.08,15,0
108,2023-01-18,0,29.51,0,0
108,2023-01-19,0,29.51,0,0
108,2023-01-20,0,29.51,0,0
108,2023-01-21,0,29.51,0,0
108,2023-01-22,0,26.56,10,0
108,2023-01-23,0,29.51,0,0
108,2023-01-24,0,29.51,0,0
108,2023-01-25,0,29.51,0,0
108,2023-01-26,0,29.51,0,0
108,2023-01-27,0,29.51,0,0
108,2023-01-28,23,29.51,0,12
108,2023-01-29,10,28.03,5,2
108,2023-01-30,0,29.51,0,0
108,2023-01-31,0,29.51,0,0
108,2023-02-01,0,28.03,5,0
108,2023-02-02,0,29.51,0,0
108,2023-02-03,0,28.03,5,0
108,2023-02-04,0,29.51,0,0
108,2023-02-05,15,25.08,15,33
108,2023-02-06,21,25.08,15,12
108,2023-02-07,0,29.51,0,0
108,2023-02-08,0,25.08,15,0
108,2023-02-09,0,26.56,10,0
108,2023-02-10,0,29.51,0,0
108,2023-02-11,0,26.56,10,0
108,2023-02-12,0,29.51,0,0
108,2023-02-13,0,29.51,0,0
108,2023-02-14,0,29.51,0,0
108,2023-02-15,0,29.51,0,0
108,2023-02-16,0,29.51,0,0
108,2023-02-17,0,29.51,0,0
108,2023-02-18,0,28.03,5,0
108,2023-02-19,0,23.61,20,0
108,2023-02-20,0,26.56,10,0
108,2023-02-21,0,23.61,20,0
108,2023-02-22,0,23.61,20,0
108,2023-02-23,0,26.56,10,0
108,2023-02-24,0,29.51,0,0
108,2023-02-25,24,29.51,0,2
108,2023-02-26,0,28.03,5,0
108,2023-02-27,0,29.51,0,0
108,2023-02-28,0,29.51,0,0
108,2023-03-01,0,26.56,10,0
108,2023-03-02,0,28.03,5,0
108,2023-03-03,0,29.51,0,0
108,2023-03-04,17,28.03,5,22
108,2023-03-05,0,29.51,0,0
108,2023-03-06,0,26.56,10,0
108,2023-03-07,0,29.51,0,0
108,2023-03-08,0,29.51,0,0
108,2023-03-09,0,28.03,5,0
108,2023-03-10,0,29.51,0,0
108,2023-03-11,0,26.56,10,0
108,2023-03-12,0,29.51,0,0
108,2023-03-13,0,29.51,0,0
108,2023-03-14,0,29.51,0,0
108,2023-03-15,0,29.51,0,0
108,2023-03-16,0,29.51,0,0
108,2023-03-17,0,29.51,0,0
108,2023-03-18,0,29.51,0,0
108,2023-03-19,0,29.51,0,0
108,2023-03-20,0,29.51,0,0
108,2023-03-21,0,26.56,10,0
108,2023-03-22,0,29.51,0,0
108,2023-03-23,0,25.08,15,0
108,2023-03-24,0,29.51,0,0
108,2023-03-25,0,28.03,5,0
108,2023-03-26,19,29.51,0,30
108,2023-03-27,21,29.51,0,9
108,2023-03-28,0,29.51,0,0
108,2023-03-29,0,26.56,10,0
108,2023-03-30,0,23.61,20,0
108,2023-03-31,0,25.08,15,0
109,2023-01-01,19,14.59,0,54
109,2023-01-02,26,14.59,0,28
109,2023-01-03,18,14.59,0,10
109,2023-01-04,0,14.59,0,0
109,2023-01-05,0,12.4,15,0
109,2023-01-06,0,13.13,10,0
109,2023-01-07,0,13.86,5,0
109,2023-01-08,0,11.67,20,0
109,2023-01-09,0,14.59,0,0
109,2023-01-10,0,14.59,0,0
109,2023-01-11,0,14.59,0,0
109,2023-01-12,0,14.59,0,0
109,2023-01-13,0,13.13,10,0
109,2023-01-14,0,14.59,0,0
