client_id,amount,transaction_type,country,timestamp
C00002,706.14,virement,DE,2025-05-30 14:05:02
C00001,291.46,virement,DE,2025-06-03 14:05:02
C00001,870.97,versement,ES,2025-06-11 14:05:02
C00001,266.28,retrait,DE,2025-06-05 14:05:02
C00001,1313.32,versement,FR,2025-05-30 14:05:02
C00002,984.77,versement,FR,2025-06-03 14:05:02
C00002,837.97,achat,IT,2025-06-09 14:05:02
C00001,598.42,retrait,FR,2025-06-07 14:05:02
C00001,440.2,achat,ES,2025-05-25 14:05:02
C00001,216.24,versement,DE,2025-05-21 14:05:02
C00002,1973.5,achat,IT,2025-06-01 14:05:02
C00289,244.86,paiement,FR,2025-05-30 14:05:02
C00001,1839.97,paiement,FR,2025-06-10 14:05:02
C00254,434.02,retrait,DE,2025-06-11 14:05:02
C00001,388.8,achat,ES,2025-06-17 14:05:02
C00001,1390.29,paiement,IT,2025-06-12 14:05:02
C00002,906.5,paiement,FR,2025-05-22 14:05:02
C00001,1867.9,achat,DE,2025-06-11 14:05:02
C00001,1931.18,retrait,FR,2025-05-30 14:05:02
C00001,875.74,versement,IT,2025-05-25 14:05:02
C00001,914.51,retrait,ES,2025-06-17 14:05:02
C00002,1211.83,achat,ES,2025-06-11 14:05:02
C00002,243.21,virement,ES,2025-05-28 14:05:02
C00001,1044.76,virement,FR,2025-06-17 14:05:02
C00002,1389.87,virement,DE,2025-06-02 14:05:02
C00001,1352.18,paiement,FR,2025-05-31 14:05:02
C00001,1343.97,paiement,IT,2025-06-13 14:05:02
C00001,223.59,achat,ES,2025-05-26 14:05:02
C00752,230.78,achat,ES,2025-06-12 14:05:02
C00002,637.38,paiement,ES,2025-05-24 14:05:02
C00001,79.36,versement,ES,2025-05-26 14:05:02
C00002,430.84,retrait,DE,2025-06-14 14:05:02
C00002,156.41,versement,IT,2025-06-07 14:05:02
C00001,632.51,virement,DE,2025-05-26 14:05:02
C00001,454.29,versement,ES,2025-05-26 14:05:02
C00002,966.62,retrait,ES,2025-05-25 14:05:02
C00002,1937.45,virement,ES,2025-05-29 14:05:02
C00002,1373.24,achat,FR,2025-06-14 14:05:02
C00002,113.94,paiement,IT,2025-05-31 14:05:02
C00001,1345.91,retrait,FR,2025-05-30 14:05:02
C00001,1514.73,versement,IT,2025-06-17 14:05:02
C00002,1077.12,versement,ES,2025-05-31 14:05:02
C00001,903.06,achat,FR,2025-05-31 14:05:02
C00002,232.22,paiement,DE,2025-05-28 14:05:02
C00002,1929.36,virement,FR,2025-05-26 14:05:02
C00048,800.64,paiement,ES,2025-06-08 14:05:02
C00001,359.92,retrait,DE,2025-06-14 14:05:02
C00363,755.45,paiement,IT,2025-05-25 14:05:02
C00001,404.23,virement,FR,2025-06-09 14:05:02
C00001,176.49,retrait,IT,2025-06-03 14:05:02
C00892,275.45,retrait,DE,2025-06-13 14:05:02
C00002,758.68,virement,ES,2025-06-09 14:05:02
C00001,1191.78,virement,FR,2025-06-15 14:05:02
C00002,1442.24,virement,ES,2025-06-05 14:05:02
C00001,871.8,achat,IT,2025-06-08 14:05:02
C00002,1414.23,paiement,ES,2025-06-03 14:05:02
C00002,1674.04,versement,FR,2025-05-26 14:05:02
C00495,422.81,virement,FR,2025-05-29 14:05:02
C00002,768.47,achat,FR,2025-06-13 14:05:02
C00001,1317.29,retrait,IT,2025-05-20 14:05:02
C00002,465.27,retrait,IT,2025-05-26 14:05:02
C00002,1490.26,virement,IT,2025-06-04 14:05:02
C00001,787.82,virement,IT,2025-05-31 14:05:02
C00815,794.41,retrait,ES,2025-06-01 14:05:02
C00627,854.04,paiement,DE,2025-06-10 14:05:02
C00001,1733.33,versement,DE,2025-06-08 14:05:02
C00001,644.51,virement,ES,2025-06-07 14:05:02
C00001,235.9,versement,ES,2025-06-09 14:05:02
C00197,985.63,versement,ES,2025-05-21 14:05:02
C00002,52.16,versement,IT,2025-06-17 14:05:02
C00157,1094.51,versement,FR,2025-06-02 14:05:02
C00522,1122.93,versement,ES,2025-06-04 14:05:02
C00227,42.44,virement,DE,2025-06-13 14:05:02
C00001,1209.55,versement,ES,2025-05-23 14:05:02
C00001,1156.62,paiement,ES,2025-05-19 14:05:02
C00002,395.13,versement,DE,2025-05-18 14:05:02
C00001,678.82,retrait,ES,2025-06-03 14:05:02
C00001,1443.45,versement,ES,2025-06-05 14:05:02
C00020,526.83,paiement,IT,2025-06-16 14:05:02
C00984,1145.13,virement,ES,2025-05-26 14:05:02
C00001,1925.86,versement,DE,2025-05-24 14:05:02
C00001,35.95,virement,IT,2025-06-02 14:05:02
C00001,765.72,achat,ES,2025-05-18 14:05:02
C00002,252.57,retrait,DE,2025-06-09 14:05:02
C00268,1145.32,versement,ES,2025-05-18 14:05:02
C00001,1243.57,paiement,DE,2025-06-07 14:05:02
C00002,190.5,achat,FR,2025-06-13 14:05:02
C00001,1728.14,virement,FR,2025-06-17 14:05:02
C00001,1513.81,retrait,ES,2025-05-30 14:05:02
C00001,1473.2,paiement,ES,2025-05-26 14:05:02
C00001,905.09,virement,IT,2025-06-11 14:05:02
C00002,849.15,virement,IT,2025-05-27 14:05:02
C00001,775.29,versement,IT,2025-05-27 14:05:02
C00002,590.93,achat,FR,2025-05-26 14:05:02
C00001,672.53,retrait,ES,2025-06-14 14:05:02
C00001,1994.51,retrait,ES,2025-06-03 14:05:02
C00396,300.65,paiement,IT,2025-05-20 14:05:02
C00002,1387.41,retrait,ES,2025-05-28 14:05:02
C00002,1840.67,achat,IT,2025-06-03 14:05:02
C00001,573.97,virement,DE,2025-05-27 14:05:02
C00001,566.05,versement,DE,2025-06-11 14:05:02
C00002,1128.03,achat,ES,2025-06-12 14:05:02
C00001,1380.07,achat,IT,2025-05-29 14:05:02
C00002,1001.07,retrait,ES,2025-06-08 14:05:02
C00001,1556.75,versement,DE,2025-05-24 14:05:02
C00002,1534.25,achat,FR,2025-05-28 14:05:02
C00002,350.87,virement,ES,2025-05-31 14:05:02
C00001,1117.6,paiement,IT,2025-05-19 14:05:02
C00001,112.55,achat,FR,2025-06-14 14:05:02
C00001,1667.33,paiement,FR,2025-06-05 14:05:02
C00002,291.48,virement,IT,2025-05-28 14:05:02
C00002,166.61,versement,ES,2025-05-24 14:05:02
C00002,955.97,paiement,FR,2025-05-18 14:05:02
C00001,1589.88,achat,ES,2025-05-20 14:05:02
C00143,1050.94,versement,FR,2025-05-30 14:05:02
C00001,401.73,achat,FR,2025-05-19 14:05:02
C00002,1561.24,virement,DE,2025-05-18 14:05:02
C00002,685.3,achat,ES,2025-06-14 14:05:02
C00001,433.77,versement,ES,2025-06-07 14:05:02
C00818,1000.16,achat,FR,2025-05-18 14:05:02
C00002,457.68,paiement,ES,2025-05-26 14:05:02
C00001,1294.75,achat,FR,2025-05-25 14:05:02
C00001,1716.93,versement,IT,2025-05-26 14:05:02
C00001,1048.64,virement,IT,2025-05-25 14:05:02
C00002,975.86,versement,ES,2025-05-23 14:05:02
C00002,1070.92,versement,IT,2025-05-27 14:05:02
C00001,705.03,retrait,ES,2025-06-08 14:05:02
C00613,1337.92,retrait,IT,2025-06-03 14:05:02
C00001,760.97,virement,FR,2025-05-25 14:05:02
C00002,1751.59,virement,DE,2025-05-24 14:05:02
C00002,167.15,achat,ES,2025-06-12 14:05:02
C00237,1940.67,retrait,ES,2025-06-15 14:05:02
C00001,73.42,versement,DE,2025-05-18 14:05:02
C00001,80.15,versement,DE,2025-05-21 14:05:02
C00409,1155.56,versement,IT,2025-05-19 14:05:02
C00001,1088.07,achat,IT,2025-06-17 14:05:02
C00001,122.35,versement,FR,2025-05-21 14:05:02
C00002,1398.11,virement,ES,2025-06-16 14:05:02
C00001,1368.82,virement,FR,2025-06-03 14:05:02
C00001,1428.65,versement,FR,2025-06-15 14:05:02
C00001,1493.14,virement,ES,2025-05-20 14:05:02
C00001,612.53,versement,IT,2025-05-28 14:05:02
C00002,1478.18,versement,IT,2025-06-02 14:05:02
C00001,10.68,versement,FR,2025-06-14 14:05:02
C00001,1521.69,versement,DE,2025-06-09 14:05:02
C00123,122.78,paiement,ES,2025-05-20 14:05:02
C00001,1842.1,achat,DE,2025-06-13 14:05:02
C00002,325.37,retrait,DE,2025-06-14 14:05:02
C00001,836.65,paiement,FR,2025-05-28 14:05:02
C00001,1668.79,achat,IT,2025-05-21 14:05:02
C00002,1942.23,achat,IT,2025-05-18 14:05:02
C00002,1160.26,virement,FR,2025-05-22 14:05:02
C00001,1571.03,virement,ES,2025-06-10 14:05:02
C00001,1947.93,versement,ES,2025-05-19 14:05:02
C00001,1306.08,virement,IT,2025-06-17 14:05:02
C00340,1767.34,virement,DE,2025-05-27 14:05:02
C00001,395.31,achat,ES,2025-06-14 14:05:02
C00002,1255.34,paiement,DE,2025-05-27 14:05:02
C00001,1230.33,achat,ES,2025-05-22 14:05:02
C00001,458.14,retrait,ES,2025-05-27 14:05:02
C00001,564.49,virement,DE,2025-06-07 14:05:02
C00001,1190.25,virement,FR,2025-05-20 14:05:02
C00002,568.78,versement,ES,2025-05-29 14:05:02
C00002,1979.15,versement,FR,2025-05-23 14:05:02
C00001,1250.25,versement,FR,2025-06-07 14:05:02
C00001,1504.06,paiement,FR,2025-06-06 14:05:02
C00199,1726.29,achat,DE,2025-06-04 14:05:02
C00002,1188.84,virement,ES,2025-05-25 14:05:02
C00621,1029.36,retrait,ES,2025-05-21 14:05:02
C00001,203.72,paiement,ES,2025-05-24 14:05:02
C00001,1191.78,retrait,IT,2025-06-02 14:05:02
C00002,1585.92,paiement,DE,2025-06-17 14:05:02
C00001,1780.9,versement,DE,2025-05-29 14:05:02
C00002,444.88,achat,FR,2025-05-18 14:05:02
C00002,379.27,retrait,IT,2025-06-15 14:05:02
C00002,1904.92,paiement,ES,2025-06-16 14:05:02
C00002,1492.11,versement,FR,2025-05-29 14:05:02
C00001,31.63,virement,ES,2025-06-01 14:05:02
C00002,1179.7,virement,DE,2025-06-09 14:05:02
C00002,448.9,virement,DE,2025-06-08 14:05:02
C00001,1993.93,versement,ES,2025-05-23 14:05:02
C00001,609.02,retrait,DE,2025-05-25 14:05:02
C00110,1992.72,paiement,ES,2025-06-13 14:05:02
C00001,1300.03,paiement,ES,2025-05-19 14:05:02
C00001,567.84,retrait,IT,2025-06-01 14:05:02
C00001,1692.57,versement,ES,2025-06-15 14:05:02
C00002,1656.96,versement,DE,2025-06-07 14:05:02
C00001,712.31,achat,FR,2025-05-25 14:05:02
C00002,129.0,achat,ES,2025-06-11 14:05:02
C00002,1605.69,virement,FR,2025-06-12 14:05:02
C00002,106.22,retrait,ES,2025-06-06 14:05:02
C00935,1742.88,paiement,IT,2025-06-05 14:05:02
C00001,585.08,retrait,FR,2025-06-08 14:05:02
C00001,704.7,paiement,ES,2025-05-27 14:05:02
C00001,128.66,retrait,IT,2025-06-12 14:05:02
C00001,1059.74,paiement,IT,2025-05-20 14:05:02
C00001,1909.17,virement,FR,2025-06-13 14:05:02
C00002,900.61,versement,IT,2025-05-25 14:05:02
C00002,175.29,achat,DE,2025-05-19 14:05:02
C00001,1214.37,paiement,FR,2025-06-06 14:05:02
C00002,1294.24,paiement,ES,2025-06-08 14:05:02
C00395,1314.54,versement,ES,2025-05-27 14:05:02
C00001,252.43,virement,FR,2025-06-05 14:05:02
C00002,666.62,paiement,DE,2025-06-13 14:05:02
C00001,848.63,virement,ES,2025-05-20 14:05:02
C00001,189.43,paiement,DE,2025-06-17 14:05:02
C00002,557.93,virement,DE,2025-05-31 14:05:02
C00990,787.35,retrait,IT,2025-06-06 14:05:02
C00002,676.76,virement,ES,2025-05-25 14:05:02
C00820,234.22,virement,DE,2025-05-29 14:05:02
C00001,783.49,retrait,FR,2025-06-10 14:05:02
C00472,140.34,paiement,IT,2025-06-13 14:05:02
C00001,49.77,achat,ES,2025-06-08 14:05:02
C00001,1733.89,paiement,FR,2025-06-10 14:05:02
C00001,839.42,achat,FR,2025-06-11 14:05:02
C00001,1030.66,virement,IT,2025-06-15 14:05:02
C00001,719.74,paiement,FR,2025-05-24 14:05:02
C00002,467.47,virement,FR,2025-06-09 14:05:02
C00001,957.09,versement,IT,2025-06-10 14:05:02
C00001,195.81,retrait,DE,2025-05-29 14:05:02
C00001,1103.52,retrait,FR,2025-06-01 14:05:02
C00002,400.34,versement,IT,2025-05-27 14:05:02
C00002,1337.96,virement,FR,2025-05-18 14:05:02
C00001,1498.85,virement,DE,2025-06-10 14:05:02
C00002,911.34,retrait,ES,2025-05-25 14:05:02
C00002,1698.24,versement,IT,2025-06-13 14:05:02
C00002,888.49,retrait,ES,2025-06-17 14:05:02
C00001,547.44,achat,FR,2025-06-13 14:05:02
C00505,1116.0,paiement,ES,2025-05-24 14:05:02
C00002,772.64,versement,IT,2025-05-29 14:05:02
C00002,1705.69,virement,ES,2025-06-09 14:05:02
C00001,1438.68,retrait,IT,2025-05-21 14:05:02
C00002,1459.05,retrait,DE,2025-05-30 14:05:02
C00001,335.28,versement,FR,2025-05-25 14:05:02
C00120,323.31,achat,FR,2025-06-11 14:05:02
C00765,906.16,retrait,FR,2025-06-16 14:05:02
C00001,513.56,achat,DE,2025-05-18 14:05:02
C00002,1866.55,virement,IT,2025-06-15 14:05:02
C00002,1664.47,achat,FR,2025-06-16 14:05:02
C00002,1875.72,versement,ES,2025-05-24 14:05:02
C00001,799.52,virement,FR,2025-05-22 14:05:02
C00001,1689.11,achat,ES,2025-05-22 14:05:02
C00001,1645.11,retrait,DE,2025-05-19 14:05:02
C00001,1549.41,retrait,FR,2025-05-28 14:05:02
C00001,1346.0,retrait,IT,2025-05-21 14:05:02
C00001,1460.68,achat,FR,2025-05-31 14:05:02
C00729,1368.48,achat,DE,2025-06-01 14:05:02
C00002,1038.3,versement,FR,2025-06-09 14:05:02
C00002,1114.84,versement,FR,2025-06-08 14:05:02
C00001,648.44,retrait,IT,2025-06-08 14:05:02
C00002,101.35,versement,FR,2025-06-16 14:05:02
C00002,1786.89,versement,IT,2025-05-28 14:05:02
C00002,444.43,virement,FR,2025-06-16 14:05:02
C00002,795.38,virement,FR,2025-06-07 14:05:02
C00001,547.72,paiement,FR,2025-05-23 14:05:02
C00001,1426.03,versement,FR,2025-05-24 14:05:02
C00001,641.91,virement,ES,2025-06-12 14:05:02
C00001,1339.29,achat,IT,2025-06-13 14:05:02
C00001,515.46,retrait,ES,2025-05-27 14:05:02
C00001,1780.63,achat,ES,2025-05-26 14:05:02
C00424,486.34,achat,ES,2025-05-31 14:05:02
C00001,1542.81,versement,ES,2025-06-01 14:05:02
C00002,667.13,paiement,ES,2025-05-20 14:05:02
C00317,1008.44,paiement,FR,2025-06-13 14:05:02
C00694,1778.34,retrait,IT,2025-06-06 14:05:02
C00001,1582.11,virement,IT,2025-05-27 14:05:02
C00167,568.2,achat,IT,2025-06-05 14:05:02
C00001,47.92,achat,DE,2025-05-28 14:05:02
C00002,856.68,achat,IT,2025-06-02 14:05:02
C00001,1941.27,virement,FR,2025-05-29 14:05:02
C00001,1543.73,retrait,DE,2025-06-11 14:05:02
C00002,185.07,retrait,IT,2025-06-03 14:05:02
C00002,1671.69,versement,ES,2025-06-10 14:05:02
C00001,1826.5,achat,IT,2025-05-23 14:05:02
C00001,423.94,paiement,IT,2025-06-07 14:05:02
C00001,1095.45,paiement,DE,2025-05-21 14:05:02
C00001,1445.78,achat,IT,2025-06-13 14:05:02
C00002,1150.48,paiement,FR,2025-06-04 14:05:02
C00001,1676.42,versement,ES,2025-05-29 14:05:02
C00001,822.41,retrait,FR,2025-05-18 14:05:02
C00537,17.15,virement,IT,2025-06-06 14:05:02
C00001,1220.85,paiement,FR,2025-05-26 14:05:02
C00001,1035.68,retrait,FR,2025-06-03 14:05:02
C00001,936.33,achat,IT,2025-05-19 14:05:02
C00002,1499.93,versement,FR,2025-06-05 14:05:02
C00001,1531.71,virement,DE,2025-06-05 14:05:02
C00001,889.26,virement,IT,2025-05-21 14:05:02
C00002,1719.09,virement,ES,2025-06-04 14:05:02
C00415,1467.05,versement,DE,2025-06-02 14:05:02
C00959,747.24,achat,ES,2025-06-04 14:05:02
C00002,1315.58,paiement,FR,2025-05-28 14:05:02
C00001,779.27,achat,DE,2025-06-11 14:05:02
C00001,401.85,retrait,FR,2025-06-14 14:05:02
C00001,715.13,achat,FR,2025-05-29 14:05:02
C00002,702.97,virement,ES,2025-05-18 14:05:02
C00001,1253.03,virement,DE,2025-06-15 14:05:02
C00001,234.06,retrait,ES,2025-06-09 14:05:02
C00001,109.46,versement,FR,2025-05-23 14:05:02
C00002,1364.99,versement,FR,2025-06-10 14:05:02
C00001,592.0,paiement,FR,2025-06-07 14:05:02
C00002,1422.65,paiement,ES,2025-05-23 14:05:02
C00001,1770.14,virement,FR,2025-05-25 14:05:02
C00001,1877.09,paiement,IT,2025-05-27 14:05:02
C00402,1705.76,versement,DE,2025-06-11 14:05:02
C00853,1015.48,versement,IT,2025-06-14 14:05:02
C00002,1609.68,paiement,ES,2025-06-05 14:05:02
C00002,1186.86,virement,ES,2025-06-05 14:05:02
C00001,718.24,paiement,ES,2025-06-03 14:05:02
C00001,215.83,achat,ES,2025-06-06 14:05:02
C00001,188.67,retrait,ES,2025-06-15 14:05:02
C00002,1842.91,versement,DE,2025-05-24 14:05:02
C00456,1596.85,versement,FR,2025-06-12 14:05:02
C00001,1653.3,achat,FR,2025-05-26 14:05:02
C00001,1379.91,retrait,ES,2025-05-19 14:05:02
C00002,1056.27,retrait,ES,2025-06-05 14:05:02
C00001,615.4,virement,FR,2025-06-09 14:05:02
C00001,1453.7,achat,ES,2025-06-10 14:05:02
C00001,304.57,virement,DE,2025-06-02 14:05:02
C00001,1564.18,paiement,DE,2025-06-09 14:05:02
C00001,1876.53,virement,IT,2025-06-10 14:05:02
C00385,1339.2,paiement,IT,2025-05-21 14:05:02
C00001,1123.47,versement,FR,2025-06-15 14:05:02
C00001,864.11,paiement,ES,2025-06-07 14:05:02
C00893,1306.79,paiement,DE,2025-06-08 14:05:02
C00001,301.68,versement,ES,2025-05-24 14:05:02
C00001,1741.72,virement,FR,2025-05-29 14:05:02
C00369,1161.8,achat,FR,2025-05-29 14:05:02
C00001,1736.49,versement,IT,2025-05-22 14:05:02
C00405,813.33,achat,IT,2025-05-20 14:05:02
C00001,574.74,paiement,ES,2025-05-20 14:05:02
C00900,496.71,versement,IT,2025-06-08 14:05:02
C00002,672.38,paiement,ES,2025-06-11 14:05:02
C00001,981.79,versement,IT,2025-06-13 14:05:02
C00001,1615.35,virement,IT,2025-05-28 14:05:02
C00781,1497.1,versement,IT,2025-06-08 14:05:02
C00002,1168.65,achat,DE,2025-05-26 14:05:02
C00001,1027.82,retrait,FR,2025-06-12 14:05:02
C00001,1308.71,paiement,FR,2025-05-19 14:05:02
C00001,197.75,achat,ES,2025-06-10 14:05:02
C00002,1032.91,paiement,DE,2025-06-17 14:05:02
C00378,796.04,virement,FR,2025-06-15 14:05:02
C00284,974.5,versement,ES,2025-06-03 14:05:02
C00511,822.31,achat,IT,2025-06-02 14:05:02
C00002,374.45,versement,ES,2025-06-06 14:05:02
C00001,1088.78,paiement,ES,2025-06-06 14:05:02
C00001,1336.93,versement,FR,2025-06-17 14:05:02
C00001,240.27,virement,DE,2025-05-20 14:05:02
C00001,356.02,versement,DE,2025-06-02 14:05:02
C00001,205.38,virement,FR,2025-05-24 14:05:02
C00001,1069.97,versement,DE,2025-05-24 14:05:02
C00002,677.63,virement,IT,2025-06-07 14:05:02
C00200,1636.88,retrait,FR,2025-06-10 14:05:02
C00002,1698.99,versement,ES,2025-06-01 14:05:02
C00001,1353.54,virement,ES,2025-05-18 14:05:02
C00978,793.76,versement,DE,2025-05-22 14:05:02
C00001,395.5,paiement,FR,2025-06-02 14:05:02
C00001,813.61,versement,FR,2025-06-01 14:05:02
C00001,100.34,retrait,DE,2025-05-30 14:05:02
C00001,1735.94,achat,DE,2025-06-14 14:05:02
C00001,1610.6,paiement,ES,2025-06-08 14:05:02
C00001,528.02,versement,ES,2025-05-28 14:05:02
C00001,839.69,paiement,FR,2025-06-05 14:05:02
C00002,1487.52,versement,FR,2025-06-17 14:05:02
C00001,485.48,versement,FR,2025-05-30 14:05:02
C00002,118.6,virement,FR,2025-06-02 14:05:02
C00001,1918.19,versement,IT,2025-06-05 14:05:02
C00001,856.2,achat,IT,2025-06-09 14:05:02
C00681,1629.46,achat,DE,2025-05-29 14:05:02
C00002,94.74,achat,FR,2025-05-20 14:05:02
C00001,13.68,achat,DE,2025-05-24 14:05:02
C00002,692.26,achat,DE,2025-05-19 14:05:02
C00002,757.35,virement,IT,2025-05-19 14:05:02
C00002,36.12,retrait,FR,2025-06-17 14:05:02
C00002,1318.11,retrait,DE,2025-05-31 14:05:02
C00001,569.74,virement,FR,2025-05-22 14:05:02
C00001,1102.45,achat,ES,2025-06-12 14:05:02
C00001,771.37,retrait,FR,2025-06-02 14:05:02
C00001,1167.89,retrait,DE,2025-05-25 14:05:02
C00991,710.7,retrait,IT,2025-06-14 14:05:02
C00001,1230.25,paiement,ES,2025-05-27 14:05:02
C00106,1343.78,virement,ES,2025-05-29 14:05:02
C00001,1096.31,paiement,ES,2025-06-17 14:05:02
C00353,110.85,retrait,ES,2025-05-25 14:05:02
C00001,1617.88,paiement,DE,2025-06-07 14:05:02
C00001,568.49,versement,DE,2025-06-02 14:05:02
C00001,208.0,versement,FR,2025-05-29 14:05:02
C00001,1667.21,retrait,FR,2025-06-02 14:05:02
C00001,251.4,achat,DE,2025-05-29 14:05:02
C00949,38.88,paiement,FR,2025-06-01 14:05:02
C00547,451.27,versement,DE,2025-06-15 14:05:02
C00001,1612.62,retrait,FR,2025-06-03 14:05:02
C00037,362.23,paiement,DE,2025-06-16 14:05:02
C00002,390.52,paiement,DE,2025-06-13 14:05:02
C00001,196.56,virement,FR,2025-06-15 14:05:02
C00001,1097.37,paiement,ES,2025-05-19 14:05:02
C00001,274.71,achat,DE,2025-06-06 14:05:02
C00001,259.9,paiement,FR,2025-06-16 14:05:02
C00261,1778.74,retrait,ES,2025-05-31 14:05:02
C00002,22.88,virement,DE,2025-05-29 14:05:02
C00001,1363.19,achat,DE,2025-06-14 14:05:02
C00002,965.75,retrait,DE,2025-06-10 14:05:02
C00002,1548.07,retrait,IT,2025-05-30 14:05:02
C00001,1810.13,paiement,IT,2025-05-25 14:05:02
C00001,1324.26,paiement,ES,2025-05-20 14:05:02
C00001,898.46,paiement,DE,2025-06-04 14:05:02
C00001,408.55,versement,IT,2025-06-04 14:05:02
C00001,1133.59,achat,FR,2025-05-22 14:05:02
C00001,1626.9,virement,FR,2025-06-09 14:05:02
C00001,1579.39,retrait,IT,2025-05-29 14:05:02
C00001,1963.43,achat,DE,2025-06-05 14:05:02
C00001,885.59,achat,DE,2025-05-23 14:05:02
C00001,1246.64,versement,ES,2025-05-30 14:05:02
C00002,279.14,paiement,DE,2025-06-15 14:05:02
C00002,473.94,achat,DE,2025-06-16 14:05:02
C00002,680.68,retrait,DE,2025-05-29 14:05:02
C00001,879.77,achat,ES,2025-05-23 14:05:02
C00001,1186.02,virement,ES,2025-06-02 14:05:02
C00001,69.18,achat,IT,2025-06-04 14:05:02
C00426,945.79,achat,ES,2025-06-02 14:05:02
C00001,346.14,paiement,DE,2025-06-05 14:05:02
C00001,1614.93,paiement,IT,2025-06-12 14:05:02
C00502,129.84,paiement,ES,2025-05-22 14:05:02
C00293,762.26,achat,DE,2025-06-15 14:05:02
C00001,263.02,versement,IT,2025-06-10 14:05:02
C00001,1198.31,paiement,IT,2025-05-31 14:05:02
C00001,350.25,paiement,FR,2025-06-05 14:05:02
C00957,944.7,virement,FR,2025-05-28 14:05:02
C00002,1333.01,versement,FR,2025-05-30 14:05:02
C00002,991.23,versement,FR,2025-06-02 14:05:02
C00001,664.86,virement,FR,2025-05-26 14:05:02
C00001,731.73,versement,ES,2025-05-20 14:05:02
C00002,1963.16,virement,IT,2025-05-29 14:05:02
C00001,846.79,paiement,IT,2025-05-24 14:05:02
C00001,18.15,virement,ES,2025-05-21 14:05:02
C00001,1885.69,retrait,FR,2025-06-13 14:05:02
C00001,1705.24,versement,DE,2025-06-16 14:05:02
C00002,153.57,retrait,DE,2025-06-03 14:05:02
C00001,1391.77,virement,FR,2025-06-11 14:05:02
C00002,1478.36,versement,DE,2025-05-21 14:05:02
C00116,103.41,achat,IT,2025-05-18 14:05:02
C00002,1979.13,achat,DE,2025-06-03 14:05:02
C00001,1798.06,virement,IT,2025-06-08 14:05:02
C00002,372.64,retrait,ES,2025-06-10 14:05:02
C00002,1708.02,retrait,FR,2025-06-11 14:05:02
C00002,1656.84,paiement,FR,2025-05-20 14:05:02
C00002,1258.19,retrait,IT,2025-05-19 14:05:02
C00061,1764.04,retrait,ES,2025-06-03 14:05:02
C00001,219.64,achat,IT,2025-06-13 14:05:02
C00001,1460.5,paiement,DE,2025-06-05 14:05:02
