orderId,clientId,amount,date
245,96,799.58,2023-07-04
246,637,449.61,2023-05-28
247,663,801.67,2023-01-18
248,321,227.46,2023-02-08
249,785,399.24,2023-03-11
250,4,400.19,2023-07-25
251,264,435.39,2023-05-19
252,945,117.09,2023-08-20
253,246,426.62,2023-10-22
254,150,927.67,2023-05-27
255,758,737.81,2023-01-06
256,936,226.51,2023-01-23
257,617,899.52,2023-10-28
258,601,663.31,2023-02-10
259,238,272.76,2023-06-22
260,872,682.01,2023-11-17
261,440,120.24,2023-11-25
262,736,466.46,2023-08-31
263,79,475.23,2023-06-07
264,576,544.02,2023-03-10
265,115,555.94,2023-08-21
266,124,461.38,2023-02-13
267,229,871.9,2023-11-20
268,274,688.59,2023-01-16
269,108,264.02,2023-05-24
270,715,368.43,2023-12-02
271,42,653.88,2023-01-25
272,21,142.39,2023-07-05
273,282,341.54,2023-11-10
274,16,146.95,2023-12-22
275,234,421.26,2023-10-30
276,580,178.18,2023-09-05
277,528,622.78,2023-06-29
278,384,899.97,2023-05-11
279,702,546.27,2023-04-18
280,181,715.41,2023-05-31
281,409,545.83,2023-09-06
282,228,636.57,2023-07-04
283,785,438.24,2023-09-12
284,377,316.67,2023-01-06
285,817,536.06,2023-05-14
286,942,826.04,2023-01-04
287,183,836.59,2023-02-25
288,999,660.21,2023-04-04
289,851,673.27,2023-07-05
290,949,785.44,2023-10-14
291,90,212.89,2023-07-25
292,516,405.73,2023-09-16
293,943,355.63,2023-12-15
294,542,371.0,2023-10-21
295,796,706.54,2023-02-23
296,559,276.47,2023-10-06
297,379,706.35,2023-02-06
298,15,839.25,2023-05-01
299,48,957.11,2023-09-12
300,552,653.73,2023-06-17
301,421,101.04,2023-07-26
302,934,595.74,2023-02-26
303,474,948.78,2023-04-21
304,788,226.62,2023-06-26
305,912,107.52,2023-03-02
306,230,449.35,2023-01-25
307,421,767.2,2023-09-15
308,645,458.81,2023-11-17
309,447,269.05,2023-05-15
310,858,168.66,2023-05-16
311,330,883.28,2023-12-13
312,529,959.28,2023-02-21
313,564,92.79,2023-06-02
314,790,541.74,2023-04-24
315,851,485.87,2023-06-04
316,881,301.03,2023-11-17
317,427,625.67,2023-08-01
318,833,216.59,2023-04-22
319,726,341.87,2023-06-15
320,470,579.02,2023-10-27
321,697,200.66,2023-02-03
322,605,979.34,2023-09-24
323,145,972.1,2023-11-18
324,189,348.3,2023-01-05
325,787,876.97,2023-04-06
326,575,234.2,2023-06-02
327,429,788.04,2023-12-04
328,605,779.0,2023-04-11
329,225,438.32,2023-08-10
330,586,579.6,2023-06-26
331,303,408.53,2023-10-28
332,614,915.16,2023-01-26
333,136,467.49,2023-11-03
334,837,509.14,2023-08-04
335,79,939.7,2023-11-21
336,336,399.41,2023-07-05
337,457,186.31,2023-01-22
338,795,113.12,2023-02-26
339,975,605.85,2023-12-02
340,330,587.41,2023-11-21
341,200,72.3,2023-02-18
342,987,792.03,2023-05-05
343,631,186.11,2023-10-02
344,635,708.92,2023-06-06
345,446,194.77,2023-01-08
346,247,290.98,2023-08-23
347,50,883.39,2023-07-12
348,98,877.81,2023-05-27
349,663,966.02,2023-11-03
350,841,97.48,2023-03-17
351,891,555.49,2023-10-01
352,629,79.27,2023-02-01
353,26,507.31,2023-08-14
354,516,909.78,2023-12-21
355,267,171.64,2023-02-26
356,125,328.78,2023-03-09
357,565,221.0,2023-03-21
358,929,418.2,2023-03-26
359,718,153.24,2023-01-09
360,229,969.87,2023-06-12
361,941,891.5,2023-08-25
362,418,135.16,2023-10-16
363,365,795.74,2023-07-27
364,299,90.36,2023-04-14
365,64,692.3,2023-07-31
366,345,897.17,2023-03-20
367,605,159.79,2023-06-20
368,961,111.12,2023-05-13
369,383,909.12,2023-06-22
370,956,236.86,2023-09-27
371,473,369.07,2023-04-12
372,286,699.3,2023-05-31
373,700,289.28,2023-03-30
374,358,781.62,2023-11-25
375,728,738.21,2023-11-18
376,49,553.59,2023-01-23
377,907,51.14,2023-07-11
378,470,263.74,2023-12-03
379,383,591.69,2023-02-19
380,206,911.04,2023-04-18
381,328,130.86,2023-03-13
382,998,426.5,2023-04-06
383,493,749.82,2023-12-24
384,655,664.76,2023-05-01
385,594,72.1,2023-09-15
386,909,103.02,2023-09-12
387,18,236.99,2023-12-15
388,506,570.02,2023-08-14
389,82,911.39,2023-03-14
390,873,866.96,2023-10-16
391,821,545.01,2023-06-21
392,814,812.0,2023-05-05
393,175,520.46,2023-06-26
394,252,908.06,2023-04-08
395,425,962.08,2023-04-17
396,879,346.35,2023-02-26
397,93,490.55,2023-05-02
398,655,334.49,2023-07-26
399,928,144.44,2023-04-13
400,988,828.86,2023-07-07
401,897,614.68,2023-03-20
402,130,259.61,2023-08-04
403,953,544.76,2023-08-17
404,122,494.94,2023-02-10
405,717,459.78,2023-12-08
406,503,952.35,2023-07-12
407,435,335.34,2023-03-28
408,249,96.87,2023-07-08
409,776,413.85,2023-03-01
410,980,820.8,2023-08-31
411,235,228.3,2023-02-12
412,285,751.77,2023-09-03
413,987,104.95,2023-11-09
414,258,392.95,2023-02-04
415,440,700.42,2023-05-21
416,687,846.95,2023-12-28
417,675,754.08,2023-06-29
418,414,660.5,2023-04-22
419,261,485.36,2023-10-22
420,71,808.29,2023-03-28
421,102,706.82,2023-05-03
422,809,862.93,2023-11-09
423,651,583.48,2023-08-10
424,715,616.75,2023-08-29
425,303,337.12,2023-05-07
426,355,443.86,2023-10-02
427,324,723.25,2023-09-22
428,926,679.14,2023-11-03
429,35,59.65,2023-07-22
430,564,430.66,2023-03-14
431,456,628.72,2023-02-08
432,694,283.67,2023-02-22
433,739,736.59,2023-12-12
434,178,545.32,2023-11-07
435,508,893.39,2023-06-20
436,434,222.2,2023-08-24
437,528,656.77,2023-03-21
438,814,561.95,2023-02-25
439,726,151.84,2023-07-12
440,554,445.32,2023-09-04
441,261,799.0,2023-10-05
442,167,249.94,2023-05-07
443,372,111.78,2023-10-05
444,365,844.93,2023-04-18
445,678,745.31,2023-03-13
446,969,879.06,2023-02-19
447,848,396.38,2023-01-01
448,600,352.09,2023-06-16
449,902,923.52,2023-02-21
450,125,884.36,2023-12-16
451,95,780.94,2023-02-23
452,528,52.28,2023-06-19
453,31,326.53,2023-06-03
454,716,727.77,2023-11-01
455,238,129.43,2023-08-18
456,732,667.29,2023-06-20
457,100,56.38,2023-12-14
458,726,575.03,2023-05-28
459,923,578.64,2023-02-22
460,399,356.8,2023-05-25
461,986,519.08,2023-08-08
462,720,320.01,2023-01-11
463,97,270.72,2023-02-22
464,995,522.72,2023-07-14
465,647,940.96,2023-02-17
466,772,716.76,2023-06-10
467,952,604.41,2023-10-24
468,378,850.73,2023-09-05
469,467,57.2,2023-01-16
470,660,857.66,2023-09-15
471,284,714.14,2023-10-08
472,935,827.99,2023-03-26
473,428,731.49,2023-06-13
474,345,728.98,2023-06-14
475,104,880.75,2023-07-14
476,760,492.81,2023-08-18
477,491,178.8,2023-02-25
478,741,856.44,2023-02-28
479,916,114.37,2023-05-07
480,821,511.25,2023-02-03
481,571,849.42,2023-08-25
482,219,361.8,2023-06-12
483,757,739.54,2023-04-27
484,862,128.7,2023-02-03
485,389,910.09,2023-10-20
486,951,796.19,2023-04-02
487,362,87.36,2023-05-22
488,456,923.87,2023-12-05
489,734,607.63,2023-05-28
490,465,874.53,2023-01-18
491,692,585.26,2023-08-25
492,100,236.34,2023-01-05
493,908,573.73,2023-01-12
494,454,281.62,2023-06-27
495,8,289.63,2023-10-08
496,678,320.63,2023-03-18
497,206,319.62,2023-06-27
498,353,819.22,2023-07-04
499,740,352.73,2023-06-15
500,366,843.7,2023-09-14
501,53,666.69,2023-02-06
502,665,949.43,2023-04-20
503,82,618.57,2023-08-30
504,681,585.63,2023-03-23
505,210,576.96,2023-12-16
506,662,493.83,2023-08-21
507,394,893.11,2023-04-05
508,398,436.17,2023-08-05
509,532,220.91,2023-08-04
510,390,347.29,2023-11-18
511,758,399.59,2023-04-07
512,28,547.64,2023-11-03
513,420,57.18,2023-12-24
514,751,671.95,2023-11-30
515,377,747.56,2023-05-08
516,159,922.45,2023-07-13
517,162,748.45,2023-02-10
518,235,50.08,2023-10-04
519,745,61.41,2023-06-28
520,933,992.4,2023-01-07
521,841,801.77,2023-03-08
522,217,233.52,2023-03-19
523,89,334.84,2023-04-30
524,530,725.94,2023-11-30
525,788,514.6,2023-12-31
526,325,346.14,2023-07-06
527,246,130.72,2023-07-09
528,985,148.65,2023-11-30
529,647,794.99,2023-01-08
530,113,960.84,2023-07-07
531,307,720.68,2023-04-22
532,219,782.91,2023-01-17
533,17,249.68,2023-08-09
534,222,821.7,2023-12-12
535,731,255.38,2023-02-02
536,712,715.02,2023-08-23
537,436,505.72,2023-04-03
538,360,152.28,2023-09-28
539,723,547.74,2023-04-07
540,473,293.1,2023-05-08
541,684,330.02,2023-06-15
542,451,704.08,2023-03-21
543,35,729.48,2023-01-30
544,999,242.85,2023-10-26
545,727,121.71,2023-09-18
546,845,164.24,2023-12-29
547,149,110.84,2023-09-11
548,9,921.19,2023-06-24
549,52,283.41,2023-09-22
550,700,974.28,2023-08-23
551,604,600.2,2023-11-21
552,896,363.21,2023-04-08
553,554,252.25,2023-01-16
554,847,896.61,2023-10-12
555,936,773.8,2023-01-08
556,14,270.67,2023-11-02
557,524,999.03,2023-05-30
558,958,666.26,2023-01-12
559,801,268.04,2023-03-16
560,252,529.04,2023-03-21
561,926,429.89,2023-03-12
562,393,850.37,2023-03-25
563,120,528.44,2023-05-05
564,522,847.37,2023-03-30
565,914,65.28,2023-01-28
566,442,849.92,2023-08-12
567,77,782.91,2023-11-10
568,127,836.53,2023-08-14
569,897,348.88,2023-02-11
570,369,798.91,2023-06-26
571,49,83.72,2023-05-27
572,5,89.43,2023-07-29
573,790,496.0,2023-02-27
574,610,229.36,2023-12-14
575,126,156.45,2023-05-10
576,664,356.38,2023-07-22
577,329,988.75,2023-07-26
578,167,872.27,2023-05-27
579,680,735.48,2023-10-23
580,547,601.83,2023-04-09
581,513,660.42,2023-03-20
582,336,387.34,2023-01-17
583,580,465.11,2023-03-31
584,348,183.41,2023-03-28
585,773,857.81,2023-12-22
586,98,944.71,2023-05-05
587,870,483.21,2023-11-16
588,153,124.72,2023-05-10
589,318,138.18,2023-01-04
590,740,152.93,2023-07-25
591,979,644.45,2023-10-18
592,923,630.4,2023-07-04
593,3,857.91,2023-04-29
594,370,880.53,2023-08-30
595,739,148.79,2023-01-21
596,928,989.05,2023-07-12
597,575,799.64,2023-02-16
598,638,336.17,2023-10-07
599,327,536.11,2023-02-05
600,202,459.46,2023-03-14
601,136,986.55,2023-06-07
602,988,113.1,2023-01-18
603,536,596.63,2023-03-22
604,845,962.16,2023-06-02
605,185,523.5,2023-06-01
606,480,587.18,2024-01-01
607,726,529.64,2023-09-15
608,302,77.95,2023-11-19
609,90,522.58,2023-07-12
610,885,285.49,2023-03-04
611,815,330.33,2023-08-17
612,393,405.19,2023-06-16
613,162,227.87,2023-06-12
614,541,788.33,2023-09-29
615,645,929.91,2023-06-18
616,745,86.36,2023-11-08
617,536,706.32,2023-05-29
618,944,593.38,2023-04-04
619,298,518.26,2023-01-29
620,300,266.5,2023-07-19
621,816,411.69,2023-03-21
622,32,543.12,2023-10-05
623,145,700.49,2023-05-08
624,501,376.31,2023-04-09
625,481,936.38,2023-09-17
626,253,914.6,2023-11-23
627,177,633.99,2023-01-20
628,245,139.05,2023-04-21
629,858,766.71,2023-06-30
630,960,527.17,2023-10-25
631,903,292.8,2023-12-13
632,390,785.76,2023-05-29
633,938,341.49,2023-11-01
634,35,508.71,2023-01-06
635,267,813.37,2023-12-05
636,300,734.78,2023-12-25
637,991,66.19,2023-02-02
638,619,263.38,2023-12-01
639,682,557.96,2023-07-26
640,510,212.43,2023-07-24
641,979,552.16,2023-07-05
642,717,870.22,2023-10-02
643,787,312.71,2023-06-21
644,504,388.39,2023-02-25
645,1,282.01,2023-09-28
646,532,831.78,2023-05-31
647,682,278.7,2023-10-29
648,669,594.34,2023-03-29
649,677,660.75,2023-09-26
650,627,823.09,2023-03-19
651,724,981.66,2023-01-02
652,657,111.09,2023-07-30
653,302,235.56,2023-11-18
654,267,292.12,2023-01-19
655,784,725.85,2023-08-13
656,728,970.78,2023-03-12
657,16,778.15,2023-09-16
658,900,182.18,2023-08-02
659,157,380.16,2023-01-19
660,968,497.82,2023-11-29
661,123,463.29,2023-05-18
662,999,755.17,2023-05-21
663,410,748.55,2023-07-01
664,849,384.75,2023-07-19
665,733,512.61,2023-07-31
666,739,602.72,2023-03-25
667,404,201.14,2023-11-04
668,305,792.3,2023-01-10
669,726,754.46,2023-01-23
670,867,549.42,2023-04-10
671,284,896.66,2023-03-01
672,905,381.0,2023-06-29
673,470,895.63,2023-03-10
674,863,271.06,2023-08-21
675,345,298.77,2023-01-03
676,760,462.51,2023-05-05
677,831,394.89,2023-08-11
678,453,338.14,2023-08-18
679,687,577.92,2023-09-22
680,763,912.72,2023-08-31
681,93,451.07,2023-12-09
682,475,733.85,2023-01-12
683,578,579.1,2023-04-01
684,316,79.44,2023-07-13
685,29,306.49,2023-07-24
686,795,766.26,2023-09-14
687,466,405.28,2023-06-27
688,719,538.43,2023-07-10
689,671,801.9,2023-02-27
690,630,292.67,2023-08-07
691,77,723.85,2023-07-19
692,500,731.85,2023-03-17
693,471,398.59,2023-06-14
694,359,649.79,2023-02-02
695,94,658.87,2023-10-07
696,146,246.03,2023-07-06
697,443,59.14,2023-04-17
698,993,972.04,2023-05-30
699,56,537.48,2023-05-02
700,641,703.86,2023-01-17
701,41,329.53,2023-04-23
702,968,161.24,2023-12-13
703,248,204.96,2023-01-14
704,877,582.75,2023-01-04
705,595,851.07,2023-10-23
706,88,222.36,2023-04-04
707,226,708.21,2023-01-11
708,843,566.94,2023-01-12
709,456,642.57,2023-05-17
710,702,559.65,2023-03-12
711,315,325.68,2023-10-18
712,68,950.06,2023-07-04
713,606,815.09,2023-12-23
714,321,502.24,2023-09-28
715,708,422.95,2023-02-25
716,144,792.94,2023-05-05
717,610,373.27,2023-12-31
718,746,169.39,2023-07-13
719,183,83.34,2023-10-04
720,702,127.79,2023-07-24
721,728,702.14,2023-10-30
722,31,741.59,2023-02-24
723,1,777.16,2023-04-05
724,329,883.37,2023-09-09
725,276,582.19,2023-09-10
726,461,508.6,2023-09-24
727,577,991.57,2023-09-01
728,606,241.81,2023-02-26
729,739,673.82,2023-03-02
730,849,809.52,2023-12-18
731,645,666.82,2023-08-08
732,183,68.07,2023-05-12
733,601,303.7,2023-05-20
734,123,807.49,2023-03-13
735,334,589.04,2023-12-18
736,13,999.35,2023-03-19
737,570,120.7,2023-07-07
738,280,443.67,2023-01-10
739,795,989.81,2023-12-09
740,739,463.26,2023-06-25
741,950,789.55,2023-11-12
742,268,820.37,2023-09-05
743,549,871.58,2023-06-15
744,637,693.0,2023-07-10
745,166,962.96,2023-07-08
746,166,828.58,2023-09-18
747,423,281.14,2023-04-16
748,774,206.5,2023-02-25
749,736,333.23,2023-12-03
750,475,561.76,2023-05-30
751,259,428.0,2023-10-25
752,451,811.0,2023-01-05
753,378,248.57,2023-07-22
754,102,263.35,2023-01-05
755,930,565.05,2023-07-09
756,583,410.27,2023-12-17
757,929,851.88,2023-03-13
758,137,131.23,2023-01-16
759,360,585.15,2023-03-03
760,359,398.78,2023-03-06
761,958,905.49,2023-07-28
762,865,395.44,2023-08-12
763,670,345.4,2023-12-13
764,128,561.7,2023-03-20
765,764,837.57,2023-03-14
766,888,714.53,2023-09-10
767,198,883.83,2023-07-11
768,70,108.03,2023-07-20
769,170,223.34,2023-02-22
770,783,325.09,2023-08-05
771,760,390.87,2023-09-04
772,666,687.06,2023-08-01
773,119,252.28,2023-09-17
774,609,370.91,2023-12-20
775,518,431.7,2023-11-22
776,957,262.34,2023-12-02
777,780,65.02,2023-07-21
778,685,363.61,2023-12-09
779,695,53.64,2023-02-28
780,627,265.47,2023-07-11
781,333,529.27,2023-04-30
782,500,129.97,2023-02-08
783,966,785.38,2023-01-08
784,985,68.2,2023-02-12
785,434,810.59,2023-03-23
786,108,497.39,2023-05-01
787,600,881.6,2023-05-27
788,39,930.83,2023-05-14
789,929,481.1,2023-11-07
790,101,105.08,2023-11-16
791,496,863.03,2023-10-19
792,152,889.63,2023-09-01
793,651,499.79,2023-12-22
794,171,612.16,2023-11-23
795,959,608.67,2023-05-07
796,543,165.88,2023-05-05
797,887,488.98,2023-10-05
798,445,426.56,2023-03-09
799,692,858.86,2023-04-19
800,45,679.92,2023-07-03
801,525,498.35,2023-04-26
802,3,319.91,2023-07-05
803,299,302.84,2023-12-04
804,627,568.31,2023-05-10
805,740,364.77,2023-09-02
806,923,197.9,2023-01-28
807,181,879.41,2023-05-21
808,437,863.87,2023-04-22
809,443,539.48,2023-01-14
810,802,717.79,2023-04-24
811,902,412.85,2023-06-16
812,993,349.51,2023-02-13
813,571,134.36,2023-03-25
814,6,865.94,2023-12-07
815,656,310.84,2023-03-01
816,800,921.48,2023-08-19
817,445,318.92,2023-12-31
818,67,488.21,2023-09-24
819,165,994.37,2023-10-15
820,863,403.28,2023-09-23
821,536,174.55,2023-01-10
822,829,731.71,2023-08-08
823,107,759.09,2023-11-10
824,711,728.14,2023-11-06
825,12,321.5,2023-04-21
826,551,353.26,2023-08-06
827,462,829.91,2023-08-09
828,159,741.07,2023-02-18
829,223,785.47,2023-09-30
830,999,260.14,2023-04-12
831,398,371.0,2023-01-08
832,710,399.8,2023-03-13
833,365,167.33,2023-03-27
834,361,668.07,2023-08-01
835,869,725.71,2023-01-20
836,364,143.37,2023-06-02
837,68,377.94,2023-10-27
838,828,618.18,2023-10-11
839,491,321.64,2023-10-16
840,477,859.35,2023-05-05
841,157,501.88,2023-03-28
842,32,487.53,2023-05-14
843,473,64.83,2023-08-16
844,118,925.98,2023-08-18
845,64,428.83,2023-04-02
846,540,868.3,2023-03-05
847,561,474.64,2023-01-03
848,208,525.23,2023-03-03
849,998,817.94,2023-04-04
850,111,422.32,2023-03-03
851,696,408.51,2023-12-24
852,763,208.34,2023-05-07
853,9,564.96,2023-08-18
854,867,654.43,2023-03-17
855,947,568.55,2023-12-13
856,61,957.43,2023-01-17
857,619,542.16,2023-08-20
858,445,507.57,2023-07-21
859,310,367.65,2023-10-02
860,338,294.73,2023-09-08
861,380,585.35,2023-12-21
862,836,674.83,2023-10-03
863,972,898.96,2023-04-01
864,131,156.73,2023-11-08
865,120,872.12,2023-06-10
866,373,608.51,2023-03-24
867,646,466.16,2023-05-03
868,569,293.23,2023-05-08
869,503,59.45,2023-11-05
870,534,772.44,2023-11-10
871,898,811.62,2023-12-25
872,51,544.93,2023-12-31
873,677,626.93,2023-07-10
874,930,933.11,2023-08-09
875,404,81.75,2023-02-11
876,105,95.47,2023-02-07
877,366,442.7,2023-07-15
878,882,466.15,2023-04-27
879,878,552.31,2023-02-14
880,319,805.36,2023-06-14
881,472,701.44,2023-03-25
882,523,107.03,2023-01-25
883,420,948.47,2023-05-22
884,734,678.29,2023-09-12
885,47,167.14,2023-11-14
886,493,279.72,2023-05-07
887,831,689.92,2023-09-23
888,741,444.88,2023-02-04
889,197,695.91,2023-07-12
890,673,923.6,2023-09-18
891,341,942.29,2023-07-10
892,870,114.6,2023-08-30
893,936,560.86,2023-06-15
894,884,796.7,2023-08-22
895,900,494.71,2023-05-17
896,647,807.49,2023-12-30
897,456,971.79,2023-09-28
898,669,847.38,2023-04-25
899,890,533.46,2023-08-28
900,513,929.98,2023-10-01
901,727,98.13,2023-08-22
902,295,744.81,2023-03-18
903,625,918.73,2023-08-13
904,714,419.2,2023-05-18
905,212,997.91,2023-03-13
906,438,277.38,2023-09-01
907,295,207.32,2023-08-06
908,879,457.39,2023-01-11
909,622,221.09,2023-12-16
910,585,123.31,2023-06-05
911,652,121.09,2023-11-04
912,301,579.21,2023-12-27
913,807,621.03,2023-12-02
914,23,366.19,2023-08-09
915,980,612.45,2023-01-24
916,157,147.39,2023-01-23
917,636,632.5,2023-04-08
918,918,236.28,2023-07-21
919,358,944.49,2023-12-03
920,196,155.5,2023-05-08
921,906,832.48,2023-03-21
922,829,950.56,2023-09-10
923,94,834.61,2023-07-16
924,688,795.8,2023-07-04
925,945,426.43,2023-06-19
926,611,159.75,2023-03-13
927,382,440.04,2023-08-12
928,614,878.96,2023-06-04
929,374,312.26,2023-07-31
930,578,119.65,2023-02-01
931,298,82.64,2023-07-03
932,271,94.81,2023-10-18
933,395,230.83,2023-10-01
934,974,143.72,2023-08-03
935,322,115.06,2023-09-20
936,652,356.07,2023-11-03
937,390,773.65,2023-07-25
938,966,427.26,2023-09-15
939,50,371.36,2023-05-24
940,823,907.25,2023-07-03
941,216,362.33,2023-09-18
942,661,894.75,2023-10-28
943,396,497.73,2023-02-28
944,636,987.79,2023-07-30
945,886,865.67,2023-10-13
946,69,532.5,2023-12-06
947,642,376.04,2023-10-06
948,931,576.32,2023-02-23
949,808,347.94,2023-04-25
950,512,508.64,2023-01-16
951,658,206.47,2023-08-24
952,988,68.37,2023-04-10
953,549,418.58,2023-11-12
954,823,346.41,2023-02-03
955,71,918.98,2023-08-25
956,362,454.42,2023-05-14
957,512,484.14,2023-09-25
958,764,296.29,2023-06-11
959,96,486.61,2023-11-21
960,248,350.11,2023-11-08
961,312,55.11,2023-09-15
962,661,536.57,2023-03-09
963,894,728.02,2023-02-19
964,966,65.71,2023-11-11
965,494,206.97,2023-05-17
966,494,594.08,2023-07-07
967,664,467.84,2023-12-27
968,326,612.93,2023-01-01
969,349,640.15,2023-09-06
970,875,164.4,2023-04-02
971,556,403.73,2023-03-13
972,165,276.57,2023-06-19
973,465,77.62,2023-07-21
974,342,471.03,2023-04-04
975,789,554.95,2023-06-14
976,774,175.2,2023-07-26
977,60,903.75,2023-03-23
978,675,619.48,2023-07-15
979,371,928.02,2023-12-22
980,495,666.14,2023-08-09
981,537,62.85,2023-11-07
982,566,480.29,2023-01-25
983,632,607.07,2023-01-26
984,498,191.57,2023-01-29
985,718,716.06,2023-03-01
986,182,463.12,2023-06-30
987,450,838.6,2023-11-28
988,255,932.57,2023-09-19
989,564,387.53,2023-06-11
990,589,196.7,2023-12-05
991,546,814.36,2023-03-31
992,984,246.64,2023-10-13
993,960,487.77,2023-10-16
994,57,472.79,2023-02-10
995,166,674.71,2023-09-15
996,367,151.35,2023-01-18
997,701,418.22,2023-05-08
998,107,661.24,2023-09-02
999,40,612.69,2023-04-03
1000,211,249.68,2023-08-02
1001,268,315.78,2023-08-18
1002,341,91.09,2023-08-31
1003,796,394.61,2023-05-24
1004,688,445.54,2023-01-26
1005,878,903.14,2023-01-06
1006,481,384.34,2023-08-01
1007,475,668.79,2023-10-28
1008,169,375.88,2023-10-10
1009,714,873.17,2023-05-06
1010,754,285.72,2023-06-09
1011,898,244.39,2023-05-01
1012,153,209.11,2023-11-30
1013,33,72.14,2023-07-15
1014,834,204.06,2023-04-12
1015,137,812.42,2023-12-24
1016,70,815.67,2023-12-18
1017,961,482.86,2023-01-13
1018,374,815.35,2023-12-15
1019,42,773.62,2023-10-27
1020,901,670.46,2023-05-24
1021,180,360.83,2023-11-28
1022,227,672.06,2023-12-18
1023,875,454.51,2023-07-08
1024,268,487.49,2023-11-29
1025,32,217.21,2023-02-25
1026,215,144.74,2023-12-11
1027,120,874.69,2023-07-17
1028,398,61.72,2023-06-12
1029,905,446.73,2023-02-04
